Row.names	Gene	C1	P.Val1	C2	P.Val2	C3	P.Val3	C4	P.Val4	C5	P.Val5	Feature name (mandatory); this is the primary systematic name, if available	Gene name (locus name)	Primary CGDID	Description	Name of S. cerevisiae ortholog(s) (multiples separated by |)	Zscore1	Zscore2	Zscore3	Zscore4	Zscore5	C1_2_0.05	C2_2_0.05	C3_2_0.05	C4_2_0.05	Metago2019	SubMetago	Fsimplify	C1_1.5_0.01	C2_1.5_0.01	C3_1.5_0.01	C4_1.5_0.01	sumLow_1.5_0.01	colLow	diffLow	sumHigh_1.5_0.01	colHigh	diffHigh	type
149	CAGL0E04510g	CAGL0E04510g	1.93166666666667	3.01102107268355e-06	2.32833333333333	1.40108753679764e-06	0.317166666666667	0.0145365114304518	0.434666666666667	0.0486932218964316	-0.0583333333333336	0.788619313749403	CAGL0E04510g		CAL0128894	Ortholog(s) have phospholipase activity, role in cardiolipin metabolic process, phosphatidylethanolamine metabolic process, phospholipid metabolic process and mitochondrial matrix localization	YOR022C	2.19989349951795	2.98714849568719	0.616151876727538	0.651837243995555	-0.0528117824035783	1	1	0	0	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	1	1	0	0	2	red	UP	0	black	NO	OFF
150	CAGL0E04548g	CAGL0E04548g	2.82866666666667	2.23383305061226e-05	2.97866666666667	4.12085172140207e-06	0.664666666666667	0.00896410168414618	0.996666666666667	0.0037151856463483	-0.0103333333333333	0.985244448846856	CAGL0E04548g		CAL0128754	Ortholog of S. cerevisiae : YOR020W-A and Saccharomyces cerevisiae S288C : YOR020W-A	YOR020W-A	3.24781555074435	3.84197251843587	1.4748003634536	1.63499477612716	0.0811238008565159	1	1	0	0	UNCLASSIFIED	_	Others	1	1	0	1	2	red	UP	1	firebrick	UP	Type II
151	CAGL0E04554g	CAGL0E04554g	1.06616666666667	0.0111789020341175	1.85541666666667	0.000459120330186814	0.73775	0.00161235102312334	2.38383333333333	4.38188232391402e-05	1.00216666666667	0.0214801270998336	CAGL0E04554g		CAL0128620	Putative protein; gene is upregulated in azole-resistant strain		1.18877138654533	2.36552800246592	1.65538422984659	4.06169114028237	2.90632751024911	0	1	0	1	UNCLASSIFIED	_	Others	0	1	1	1	1	firebrick	UP	2	red	UP	Type II
152	CAGL0E04884g	CAGL0E04884g	1.3025	0.000416671532108571	0.644416666666667	0.0158905915610785	1.283	3.38053800775544e-05	1.65533333333333	0.000246437015665732	-0.377	0.140295451766177	CAGL0E04884g		CAL0129036	Ortholog(s) have DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II activating transcription factor binding, more	ADR1	1.46486827778261	0.773741393216321	3.00265930146497	2.78726006882707	-0.941995237935865	0	0	1	1	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	0	0	1	1	0	black	NO	2	red	UP	OFF
153	CAGL0E04994g	CAGL0E04994g	-1.68466666666667	0.000161589524794453	-0.98275	0.000698727567582702	-0.000583333333333491	0.996508422163639	-0.769	0.00478597741930928	0.143333333333333	0.508971429057992	CAGL0E04994g		CAL0128784	Ortholog(s) have structural constituent of ribosome activity, role in cytoplasmic translation and cytosolic large ribosomal subunit localization	RPL9A	-2.02489517894922	-1.36507125006799	-0.168986415811189	-1.4538459401843	0.509903688932232	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	-1	0	0	0	-1	darkgreen	DOWN	0	black	NO	OFF
154	CAGL0E05148g	CAGL0E05148g	2.37766666666667	0.000252063027322342	1.9515	0.000176761243082808	0.163166666666667	0.116682591328959	0.906	0.0127828400572979	-0.405333333333333	0.285784142615338	CAGL0E05148g		CAL0128712	Ortholog(s) have alpha-mannosidase activity, role in mannose catabolic process, oligosaccharide catabolic process and Cvt complex, fungal-type vacuole membrane localization	AMS1	2.72093389511101	2.49182376082436	0.23562851858131	1.47638335931827	-1.021054436388	1	1	0	0	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	1	1	0	0	2	red	UP	0	black	NO	OFF
155	CAGL0E05170g	CAGL0E05170g	1.85566666666667	1.77557385187616e-05	0.733666666666667	0.00693734451985012	0.7845	0.00167507790972211	1.15316666666667	0.000564558550396744	-0.2005	0.463027643768552	CAGL0E05170g	GRE2(A)	CAL0129080	Putative methylglyoxal reductase (NADPH-dependent)	ARI1	2.11110634690568	0.89105514621015	1.77090024928384	1.90877440918516	-0.449502936989896	1	0	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	1	0	1	1	1	firebrick	UP	2	red	UP	Type II
156	CAGL0E05346g	CAGL0E05346g	0.947333333333334	0.000372072375716098	1.501	0.000311839351052908	-0.458	0.00921638477985559	1.3445	0.00625930037283314	0.268	0.425533163378299	CAGL0E05346g		CAL0128848	Ortholog(s) have fungal-type vacuole membrane, vacuolar proton-transporting V-type ATPase, V1 domain localization	VMA4	1.04994410625465	1.89966862666503	-1.29923139030504	2.24349114906864	0.857764162121641	0	0	0	1	TRANSPORT / TRAFFICKING	VACUOLAR MEMBRANE	F4	0	1	0	1	1	firebrick	UP	1	firebrick	UP	Type II
157	CAGL0E05456g	CAGL0E05456g	0.605333333333333	0.0256725694288688	1.62475	4.7575111123798e-05	1.042	4.05970963551743e-05	0.142166666666667	0.569414788641971	0.395833333333334	0.100914730080282	CAGL0E05456g		CAL0128820	Ortholog of S. cerevisiae : YOR338W, C. albicans SC5314 : C2_09880C_A, C. dubliniensis CD36 : Cd36_23960, C. parapsilosis CDC317 : CPAR2_407140 and C. auris B8441 : B9J08_001012	YOR338W	0.650401919499439	2.06233055308505	2.40716495527509	0.140140485724212	1.21446066337335	0	1	1	0	REGULATION	OTHERS	F2	0	1	1	0	1	firebrick	UP	1	firebrick	UP	Type II
158	CAGL0E05500g	CAGL0E05500g	-1.39516666666667	0.000574216813776943	-1.63358333333333	0.00030634775191963	0.154666666666667	0.510215747096658	-0.413666666666667	0.164236182809252	-0.348166666666667	0.391073603698502	CAGL0E05500g		CAL0128962	Ortholog(s) have RNA polymerase I activity, promoter-specific chromatin binding activity and role in nucleolar large rRNA transcription by RNA polymerase I, transcription by RNA polymerase I	RPA190	-1.68668622261695	-2.22055249272141	0.214625605956356	-0.832229137543554	-0.861540877158101	0	-1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
159	CAGL0E05588g	CAGL0E05588g	1.63766666666667	3.528045052699e-05	1.80983333333333	5.05381024688368e-05	0.141166666666667	0.379255212161892	-0.8915	0.00542383653986289	-0.643166666666667	0.0545205787298428	CAGL0E05588g		CAL0129034	Ortholog(s) have DNA-directed DNA polymerase activity, deoxycytidyl transferase activity and role in error-free translesion synthesis, error-prone translesion synthesis	REV1	1.85642740914944	2.30561145448495	0.181268038846135	-1.66814629193896	-1.68468664927743	0	1	0	0	STRESS RESPONSE	_	Others	1	1	0	-1	2	red	UP	-1	darkgreen	DOWN	Type I
160	CAGL0E05654g	CAGL0E05654g	2.66816666666667	3.01102107268355e-06	0.144833333333334	0.529162338720339	1.70316666666667	2.86487243244867e-05	1.28466666666667	0.000400929575480087	-0.991166666666666	0.00337766692313169	CAGL0E05654g		CAL0128786	Ortholog(s) have phosphatidylglycerol phospholipase C activity, role in cell-abiotic substrate adhesion, glycerophospholipid catabolic process, phosphatidylglycerol catabolic process and lipid droplet, mitochondrion localization	PGC1	3.06031110345133	0.117069171742929	4.04086210004358	2.13881927657895	-2.6557196279131	1	0	1	1	METABOLISM	FATTY ACID AND LIPIDS	F1	1	0	1	1	1	firebrick	UP	2	red	UP	Type II
161	CAGL0E05830g	CAGL0E05830g	-0.810333333333333	0.000743509052909425	-0.292833333333333	0.152966804892329	-0.0931666666666666	0.427413541158718	1.72083333333333	0.00116513173727893	0.6995	0.00970622331016922	CAGL0E05830g		CAL0128874	Ortholog(s) have mRNA binding, ribosome binding activity and role in mitochondrial respiratory chain complex III assembly, positive regulation of mitochondrial translation	CBP3	-1.00345350657209	-0.458217318195063	-0.397753434696718	2.90184515486732	2.06178924913686	0	0	0	1	REGULATION	OTHERS	F2	0	0	0	1	0	black	NO	1	firebrick	UP	OFF
162	CAGL0E06072g	CAGL0E06072g	2.00883333333333	1.12661475577756e-05	1.2285	0.000486041249996768	-0.298333333333333	0.028212972860084	0.7635	0.0186204978171599	-0.735166666666667	0.0211029568734286	CAGL0E06072g		CAL0128670	Ortholog of S. cerevisiae : YMR181C and Saccharomyces cerevisiae S288C : YMR181C	YMR181C	2.29004361280629	1.54148377858863	-0.904706090408846	1.22709519503223	-1.9413965171926	1	0	0	0	UNCLASSIFIED	_	Others	1	1	0	0	2	red	UP	0	black	NO	OFF
163	CAGL0E06116g	CAGL0E06116g	1.93633333333333	1.37592493522448e-05	0.393833333333333	0.0524987430293954	-1.10766666666667	3.38053800775544e-05	-0.378	0.0628679818120171	-1.36366666666667	0.000186103988970347	CAGL0E06116g		CAL0129100	Ortholog(s) have role in positive regulation of transcription by RNA polymerase II and cytosol, nuclear chromatin, nucleus localization	RGM1	2.20534534222222	0.44436468429714	-2.90451282975742	-0.769834205195938	-3.69511556050445	1	0	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	1	0	-1	0	1	firebrick	UP	-1	darkgreen	DOWN	Type I
164	CAGL0E06138g	CAGL0E06138g	0.782833333333333	0.000633148734441157	1.11991666666667	0.000387766606384339	-0.188333333333333	0.211546723874034	-2.12366666666667	2.92965545728544e-05	-0.400833333333333	0.0843552697321626	CAGL0E06138g		CAL0129056	Ortholog(s) have fatty acid synthase activity, role in fatty acid biosynthetic process, long-chain fatty acid biosynthetic process, palmitic acid biosynthetic process and fatty acid synthase complex localization		0.857766650929411	1.39875752261201	-0.632903691732969	-3.82368710897602	-1.00849797545737	0	0	0	-1	REDOX SIGNALING	PEROXISOME	F3	0	0	0	-1	0	black	NO	-1	darkgreen	DOWN	OFF
165	CAGL0E06380g	CAGL0E06380g	1.81833333333333	3.46046165362418e-05	0.350166666666667	0.0810166205642553	0.250833333333334	0.0313223092154317	0.134833333333333	0.499463563852597	-0.8785	0.00151980726054621	CAGL0E06380g		CAL0128668	Ortholog(s) have ATP-dependent NAD(P)H-hydrate dehydratase activity and role in nicotinamide nucleotide metabolic process	YKL151C	2.06749160527159	0.386967479284286	0.452246793889661	0.127311621129375	-2.34134305053872	1	0	0	0	METABOLISM	OTHERS	F1	1	0	0	0	1	firebrick	UP	0	black	NO	OFF
166	CAGL0E06424g	CAGL0E06424g	1.73666666666667	2.08761870182394e-05	1.02516666666667	0.00299757349505701	1.31066666666667	1.80288619547344e-05	1.37266666666667	0.00167826422480258	0.228666666666667	0.495572587024074	CAGL0E06424g		CAL0128682	Ortholog(s) have cytochrome-b5 reductase activity, acting on NAD(P)H activity and role in cellular response to oxidative stress, ergosterol biosynthetic process	MCR1	1.972084357947	1.27421435066619	3.07102172295012	2.29276565171699	0.748011392505732	0	0	1	1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	1	0	1	1	1	firebrick	UP	2	red	UP	Type II
167	CAGL0F00187g	CAGL0F00187g	2.35066666666667	1.60793792990508e-05	2.02041666666667	1.09040011166189e-05	-1.878	2.45143899214322e-05	-1.03666666666667	0.000720628213586995	-0.599	0.0500098503100123	CAGL0F00187g	FET4	CAL0129949	Has domain(s) with predicted role in transmembrane transport		2.68939109089349	2.58241057102594	-4.80795326412091	-1.92209949789585	-1.5614473105138	1	1	-1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	1	1	-1	-1	2	red	UP	-2	chartreuse	DOWN	Type I
168	CAGL0F00209g	CAGL0F00209g	1.26183333333333	0.00405335356220551	0.342333333333332	0.332562052700143	2.2095	3.07650973020853e-05	1.61216666666666	0.000479858676986064	-0.252666666666665	0.538090413903692	CAGL0F00209g		CAL0131426	Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization		1.41735936278832	0.376671034110224	5.29197677758497	2.71174470678019	-0.595064872963536	0	0	1	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	0	0	1	1	0	black	NO	2	red	UP	OFF
169	CAGL0F00231g	CAGL0F00231g	-0.991166666666667	0.0279712595259649	-1.85325	0.000942468351586226	0.666166666666667	0.101164884129356	1.6765	0.00116513173727893	0.489	0.49303253768943	CAGL0F00231g		CAL0129539	Ortholog(s) have inorganic phosphate transmembrane transporter activity, role in phosphate ion transmembrane transport and integral component of mitochondrial inner membrane, mitochondrion, plasma membrane localization	MIR1	-1.21471241136225	-2.50929110419828	1.47850675979918	2.82428883708945	1.47442591004832	0	-1	0	1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	0	-1	0	1	-1	darkgreen	DOWN	1	firebrick	UP	Type I
170	CAGL0F00407g	CAGL0F00407g	-2.76266666666667	6.95403518865205e-06	-2.623	5.82944575083315e-06	-0.189833333333333	0.289577086255221	-0.944166666666667	0.00633267924383282	0.204166666666667	0.582123781431999	CAGL0F00407g		CAL0129185	Ortholog(s) have deoxyhypusine monooxygenase activity	LIA1	-3.28427084363378	-3.52108114752601	-0.636610088078549	-1.76028086493825	0.679648438550058	-1	-1	0	0	REDOX SIGNALING	METALLOENZYME	F3	-1	-1	0	-1	-2	chartreuse	DOWN	-1	darkgreen	DOWN	Type II
171	CAGL0F00429g	CAGL0F00429g	-0.924666666666667	0.00099548765699381	-0.665666666666667	0.00548574686149228	-0.110166666666667	0.363644108382697	-1.20566666666667	0.000243448701979217	0.244166666666667	0.280091856430303	CAGL0F00429g		CAL0131098	Ortholog(s) have GTP diphosphatase activity, ITP diphosphatase activity, UTP diphosphatase activity, XTP diphosphatase activity, dATP pyrophosphohydrolase activity and dCTP diphosphatase activity, more	HAM1	-1.13702365282652	-0.948284293820077	-0.439759259946627	-2.21774651378596	0.791261424600137	0	0	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	0	0	0	-1	0	black	NO	-1	darkgreen	DOWN	OFF
172	CAGL0F00605g	CAGL0F00605g	1.89983333333333	0.00468848619235838	1.16433333333333	0.00236859895599828	-0.0166666666666666	0.94403202590068	1.954	7.22260214779993e-05	-0.465166666666667	0.219174348006215	CAGL0F00605g	GLK1	CAL0131300	Aldohexose specific glucokinase	EMI2	2.16270414392817	1.45714055748196	-0.208727221072131	3.30974473596226	-1.18800886135458	1	0	0	1	REGULATION	OTHERS	F2	1	0	0	1	1	firebrick	UP	1	firebrick	UP	Type II
173	CAGL0F00649g	CAGL0F00649g	0.0551666666666668	0.841624365758199	0.5885	0.0414263895477623	-0.782	0.00441416358069662	-0.0193333333333333	0.954573861455601	0.5265	0.154334793038038	CAGL0F00649g		CAL0129168	Has domain(s) with predicted ATP binding, protein kinase activity, protein tyrosine kinase activity and role in protein phosphorylation		0.00766860640053018	0.700242300537648	-2.09981300095035	-0.142386100466632	1.57906308447027	0	0	-1	0	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	0	0	-1	0	0	black	NO	-1	darkgreen	DOWN	OFF
174	CAGL0F00715g	CAGL0F00715g	2.79	7.62118579561499e-06	3.07425	1.01195024670925e-06	-0.391333333333333	0.0877888074018004	-0.00400000000000045	0.99126303717476	0.181333333333333	0.556590709831	CAGL0F00715g		CAL0131322	Protein of unknown function		3.20264313976618	3.96761105688958	-1.13450266383481	-0.115562110859246	0.615936025679806	1	1	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	1	1	0	0	2	red	UP	0	black	NO	OFF
175	CAGL0F01045g	CAGL0F01045g	-1.67566666666667	0.000192781981514945	-1.20616666666667	0.000851342215038774	-0.562833333333333	0.00696201484071842	-0.340333333333333	0.166166855137317	0.0393333333333333	0.909739508687478	CAGL0F01045g		CAL0131226	Ortholog(s) have role in rRNA export from nucleus	RPS15	-2.01438091087671	-1.65873901083032	-1.55826731267948	-0.703940491595183	0.219709925202029	-1	0	0	0	REGULATION	TRANSLATION	F2	-1	-1	-1	0	-2	chartreuse	DOWN	-1	darkgreen	DOWN	Type II
176	CAGL0F01265g	CAGL0F01265g	0.0383333333333333	0.773454508799862	0.81225	0.01649153071361	-1.008	5.80517533443349e-05	-1.355	0.00104341225340936	-0.150833333333333	0.701048079273476	CAGL0F01265g	YAP7	CAL0130852	bZIP domain-containing protein involved in regulation of nitric oxide detoxification	YAP7	-0.0119969690684157	0.994348207903129	-2.65824338368443	-2.47898884735355	-0.310916812644383	0	0	-1	-1	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	0	0	-1	-1	0	black	NO	-2	chartreuse	DOWN	OFF
177	CAGL0F01419g	CAGL0F01419g	3.46333333333333	3.01102107268355e-06	2.95333333333333	3.2981839278249e-06	-0.921833333333333	0.0020937959279151	-2.1515	2.98376640981433e-05	-1.1505	0.0122854586017563	CAGL0F01419g	AUS1	CAL0129966	ATP-binding cassette transporter involved in sterol uptake	AUS1	3.98926615852401	3.80867337659635	-2.44533150472166	-3.87237848141552	-3.10031135567925	1	1	-1	-1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	1	1	-1	-1	2	red	UP	-2	chartreuse	DOWN	Type I
178	CAGL0F01463g	CAGL0F01463g	2.07066666666667	5.83265242718228e-05	0.435083333333333	0.174645487437022	-0.0737499999999999	0.81876478116886	-1.04266666666667	0.00512858816600782	-0.597166666666667	0.191794021307198	CAGL0F01463g	TIR1	CAL0129864	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	TIR2	2.36228052863776	0.498585326437145	-0.349776193112264	-1.93259584165526	-1.55633171531984	1	0	0	0	STRESS RESPONSE	_	Others	1	0	0	-1	1	firebrick	UP	-1	darkgreen	DOWN	Type I
179	CAGL0F01485g	CAGL0F01485g	1.91933333333333	0.000112945743604975	1.41458333333333	0.000129650649412266	0.216333333333333	0.208544690542937	0.0506666666666667	0.838247219903297	-0.312	0.185844443098651	CAGL0F01485g	TIR2	CAL0130970	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	TIR4	2.18548505808526	1.78607911979799	0.366999677941317	-0.0199287566068236	-0.760624135604488	1	0	0	0	MEMBRANE / CELL WALL	_	Others	1	1	0	0	2	red	UP	0	black	NO	OFF
180	CAGL0F01749g	CAGL0F01749g	-0.833	0.0268159241926561	1.20033333333333	0.00181575878050267	1.29408333333333	0.0112763421647675	0.205333333333333	0.56821015811305	-0.6365	0.200802091329253	CAGL0F01749g		CAL0131260	Putative serine hydroxymethyltransferase; protein differentially expressed in azole resistant strain	SHM2	-1.02993388542137	1.50446039062233	3.03004545224065	0.250643660302468	-1.66608448493575	0	0	1	0	METABOLISM	AMINO ACID METABOLISM	F1	0	1	0	0	1	firebrick	UP	0	black	NO	OFF
181	CAGL0F02101g	CAGL0F02101g	1.89683333333333	0.000182446546844131	0.995083333333333	0.000462087623731628	0.126	0.432029456355379	0.0805000000000001	0.724155838030229	-0.307833333333333	0.218786381743899	CAGL0F02101g		CAL0129844	Ortholog(s) have peptidase activator activity, proteasome binding activity	BLM10	2.159199387904	1.23467161973176	0.143792253574157	0.0322613970858092	-0.748997782890938	1	0	0	0	REGULATION	PROTEIN DEGRADATION	F2	1	0	0	0	1	firebrick	UP	0	black	NO	OFF
182	CAGL0F02145g	CAGL0F02145g	0.472333333333333	0.00974146788850118	0.55075	0.0107576113833519	0.345833333333333	0.00882681318658319	1.21016666666667	0.000778134376401948	-0.0576666666666665	0.788504789972032	CAGL0F02145g	PHM1	CAL0129424	Ortholog(s) have calmodulin binding activity and role in lysosomal microautophagy, polyphosphate metabolic process, protein localization, vacuolar transport, vacuole fusion, non-autophagic	VTC2	0.495024402427967	0.650622197730734	0.686985229109735	2.00848967489958	-0.0509515659694093	0	0	0	1	MEMBRANE / CELL WALL	_	Others	0	0	0	1	0	black	NO	1	firebrick	UP	OFF
183	CAGL0F02233g	CAGL0F02233g	-2.17816666666667	3.01102107268355e-06	-2.42733333333333	3.4463702520661e-06	-0.214833333333333	0.0766095157771079	-0.116666666666667	0.636853139003831	0.471666666666667	0.0674045092311567	CAGL0F02233g		CAL0130868	Ortholog(s) have dipeptidase activity	YFR006W	-2.60142754492494	-3.26388909147604	-0.698383360504885	-0.312660121452652	1.42606028275995	-1	-1	0	0	METABOLISM	PROTEIN DEGRADATION	F1	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
184	CAGL0F02431g	CAGL0F02431g	-2.0345	3.07783105545591e-05	-2.57608333333333	4.31614063348439e-06	0.118	0.429877445081331	-0.100833333333333	0.751429752529287	-0.482666666666667	0.0803400303987064	CAGL0F02431g	ACO2	CAL0129230	Ortholog(s) have role in mitochondrial translation and cytoplasm, mitochondrion, nucleus localization	ACO2	-2.43358867310087	-3.45941201313243	0.12402480639773	-0.284961436531981	-1.23683954275149	-1	-1	0	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
185	CAGL0F02513g	CAGL0F02513g	0.0356666666666667	0.870022740325593	-0.168166666666667	0.538257499650551	0.55725	0.0408621941285844	1.29916666666667	0.00241096601050394	0.128333333333333	0.750426174905277	CAGL0F02513g		CAL0131268	Ortholog(s) have role in protein secretion	NCE101	-0.0151123077565655	-0.294350488616382	1.20938120292845	2.16418544066419	0.468048819163453	0	0	0	1	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	0	0	0	1	0	black	NO	1	firebrick	UP	OFF
186	CAGL0F02563g	CAGL0F02563g	-2.11566666666667	1.37592493522448e-05	-1.49608333333333	5.74860536444449e-05	0.599333333333333	0.00173328225053025	-1.59483333333333	7.53941095842112e-05	-0.315166666666667	0.168350152764531	CAGL0F02563g	HPT1	CAL0131144	Putative hypoxanthine guanine phosphoribosyl transferase	HPT1	-2.52841179442143	-2.03981701892139	1.31336621151278	-2.89855103262561	-0.769460163666786	-1	-1	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	-1	-1	0	-1	-2	chartreuse	DOWN	-1	darkgreen	DOWN	Type II
187	CAGL0F03399g	CAGL0F03399g	-1.07183333333333	0.00571805911759983	-1.7595	0.000133230962411249	-0.375833333333333	0.0176322644854268	1.10883333333333	0.00322957353556908	0.1775	0.606470952624935	CAGL0F03399g	SCS7	CAL0131212	Ortholog(s) have fatty acid alpha-hydroxylase activity, role in inositol phosphoceramide metabolic process, mannosyl-inositol phosphorylceramide metabolic process and membrane localization	SCS7	-1.30895140667879	-2.3860623720619	-1.09620323493049	1.83121809140728	0.60523978118334	0	-1	0	0	REDOX SIGNALING	PEROXISOME	F3	0	-1	0	1	-1	darkgreen	DOWN	1	firebrick	UP	Type I
188	CAGL0F03553g	CAGL0F03553g	0.2205	0.323100009660782	0.521833333333333	0.0323089970423543	-0.474833333333333	0.0565417660525327	-1.73283333333333	0.000176588415585081	-0.653833333333333	0.0470661698716616	CAGL0F03553g	DAP1	CAL0131394	Putative heme-binding protein involved in regulation of cytochrome P450, Erg11p; required for growth under iron starvation	DAP1	0.200819605065819	0.612612979907336	-1.34082539373878	-3.13996693909209	-1.71445011222411	0	0	0	-1	REGULATION	OTHERS	F2	0	0	0	-1	0	black	NO	-1	darkgreen	DOWN	OFF
189	CAGL0F03861g	CAGL0F03861g	-0.213166666666667	0.177400464403667	-0.4275	0.0581335990971751	-0.770666666666667	0.000180680460959638	-1.35716666666667	0.000211177723331838	-0.039	0.883736283559614	CAGL0F03861g		CAL0131086	Ortholog(s) have mevalonate kinase activity and role in ergosterol biosynthetic process, farnesyl diphosphate biosynthetic process, mevalonate pathway, isopentenyl diphosphate biosynthetic process, mevalonate pathway	ERG12	-0.305812349094545	-0.635228545868291	-2.07180911745041	-2.48277919371112	0.00113449418729328	0	0	-1	-1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	0	0	-1	-1	0	black	NO	-2	chartreuse	DOWN	OFF
190	CAGL0F03927g	CAGL0F03927g	-1.385	0.000599674292759452	-1.223	0.000226837999293761	-0.4885	0.00967365637874885	-1.27233333333333	0.000188262088622877	0.1535	0.491657208618882	CAGL0F03927g		CAL0129288	Ortholog(s) have GMP synthase (glutamine-hydrolyzing) activity and role in GMP biosynthetic process, GMP metabolic process	GUA1	-1.67480899386838	-1.68086541428948	-1.37459478266517	-2.33437255555721	0.538271989553294	0	0	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	-1	-1	0	-1	-2	chartreuse	DOWN	-1	darkgreen	DOWN	Type II
191	CAGL0F03993g	CAGL0F03993g	-0.499333333333333	0.028754110442448	-0.808333333333333	0.00289185906260713	-0.667333333333333	0.000244826849292489	-1.12833333333333	0.000448230274205723	-0.027	0.921381393815748	CAGL0F03993g	ERG8	CAL0131034	Ortholog(s) have phosphomevalonate kinase activity	ERG8	-0.640127132066622	-1.13581103996894	-1.81647959142156	-2.08246030533132	0.0346183900023166	0	0	0	-1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	0	0	-1	-1	0	black	NO	-2	chartreuse	DOWN	OFF
192	CAGL0F04191g	CAGL0F04191g	1.52416666666667	9.0397247736427e-05	0.370583333333333	0.107469273289736	1.52116666666667	3.38053800775544e-05	0.680333333333333	0.0350640152988098	-0.461	0.0571293032971457	CAGL0F04191g		CAL0131428	Ortholog of S. cerevisiae : YBL029C-A, C. albicans SC5314 : C1_02060W_A, C. dubliniensis CD36 : Cd36_01920, C. parapsilosis CDC317 : CPAR2_108200 and C. auris B8441 : B9J08_000493	YBL029C-A	1.72383080623506	0.413803958727319	3.59115267677986	1.0816042079226	-1.17638250864103	0	0	1	0	UNCLASSIFIED	_	Others	1	0	1	0	1	firebrick	UP	1	firebrick	UP	Type II
193	CAGL0F04213g	CAGL0F04213g	-0.3675	0.307222185827042	-1.39058333333333	0.00105756204446148	0.806333333333333	0.0151785681766503	1.943	0.000124841621529378	0.1325	0.817439854428119	CAGL0F04213g		CAL0131198	Ortholog(s) have ATP:ADP antiporter activity	PET9	-0.486112575671216	-1.90114361902392	1.82484890720284	3.29050143907	0.479675171877003	0	0	0	1	REDOX SIGNALING	OTHERS	F3	0	-1	0	1	-1	darkgreen	DOWN	1	firebrick	UP	Type I
194	CAGL0F04411g	CAGL0F04411g	-0.580166666666667	0.00130551047342144	0.222916666666667	0.287424460444719	0.196666666666667	0.111512448626769	1.49866666666667	0.000246437015665732	0.609	0.0193307330559202	CAGL0F04411g		CAL0129316	Ortholog(s) have structural constituent of ribosome activity, role in mitochondrial translation and mitochondrial large ribosomal subunit localization	MRPL16	-0.734560836051164	0.21970501353118	0.3184047036326	2.51318887066465	1.80926486819856	0	0	0	1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	0	0	0	1	0	black	NO	1	firebrick	UP	OFF
195	CAGL0F04565g	CAGL0F04565g	-2.306	8.75845720992777e-05	-2.33383333333333	5.82944575083315e-06	0.630166666666667	0.00523874075350836	1.12683333333333	0.0027323153964883	0.476166666666667	0.122272957587532	CAGL0F04565g		CAL0129337	Ortholog(s) have ubiquinol-cytochrome-c reductase activity, role in aerobic respiration and mitochondrial respiratory chain complex III, mitochondrion localization	COR1	-2.75076909328812	-3.14098896929203	1.38955324750526	1.86270712268552	1.43861674369059	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	-1	-1	0	1	-2	chartreuse	DOWN	1	firebrick	UP	Type I
