C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42
CAGL0C04191g		Ortholog(s) have succinate-semialdehyde dehydrogenase [NAD(P)+] activity and role in cellular response to oxidative stress, gamma-aminobutyric acid catabolic process, glutamate decarboxylation to succinate	1.59	1.199e-03	1.725	3.569e-04	0.323	8.204e-03	0.671	2.903e-02	1.801	2.194	0.631	1.065	0	1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0C04191g	OFF	UP	UP	0	0	CAGL0C04191g	YBR006W	S000000210	YBR006W	UGA2	Succinate semialdehyde dehydrogenase; involved in the utilization of gamma-aminobutyrate (GABA) as a nitrogen source; part of the 4-aminobutyrate and glutamate degradation pathways; localized to the cytoplasm	3.165	1.330e-06	0.753	2.313e-03	-0.05	9.999e-01	0.079	8.719e-01
CAGL0C04279g		Ortholog(s) have dehydrodolichyl diphosphate synthase activity, prenyltransferase activity and role in dolichol biosynthetic process, endoplasmic reticulum to Golgi vesicle-mediated transport, protein glycosylation	-1.76	5.099e-06	-0.895	1.149e-03	0.112	3.196e-01	1.228	1.602e-02	-2.113	-1.25	0.109	2.04	-1	0	0	1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0C04279g	OFF	DOWN	0	0	0	CAGL0C04279g	YBR002C	S000000206	YBR002C	RER2	Forms the dehydrodolichyl diphosphate syntase (DDS) complex with NUS1; major enzyme of polyprenol synthesis in both the endoplasmic reticulum (ER) and in lipid droplets; participates in ER protein sorting; human ortholog DHDDS functionally complements the heat sensitive growth defect of a ts allele, and is associated with retinitis pigmentosa	-1.579	1.320e-04	0.851	1.035e-02	-0.01	9.999e-01	-0.148	8.020e-01
CAGL0C04587g		Ortholog of S. cerevisiae : YJR098C, C. auris B8441 : B9J08_001284, Candida tenuis NRRL Y-1498 : CANTEDRAFT_135029, Pichia stipitis Pignal : PICST_42853 and Saccharomyces cerevisiae S288C : YJR098C	2.017	1.466e-04	0.404	1.481e-01	0.441	1.649e-02	0.311	2.770e-01	2.3	0.457	0.921	0.435	1	0	0	0	METABOLISM	UNKNOWN	F1	CAGL0C04587g	OFF	UP	0	0	0	CAGL0C04587g	YJR098C	S000003859	YJR098C		Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	4.018	4.030e-07	-0.774	3.537e-03	-0.023	9.999e-01	0.234	5.075e-01
CAGL0C04917g		Ortholog(s) have carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity, role in arginine biosynthetic process and carbamoyl-phosphate synthase complex localization	-2.503	1.126e-05	-1.65	4.766e-05	0.699	1.084e-02	-0.635	8.800e-02	-2.981	-2.242	1.56	-1.22	-1	-1	0	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C04917g	OFF	DOWN	DOWN	0	0	CAGL0C04917g	YJR109C	S000003870	YJR109C	CPA2	Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor	-1.263	3.960e-04	-0.026	9.421e-01	-0.173	9.999e-01	-0.179	7.561e-01
CAGL0C05027g		Ortholog(s) have role in acetate catabolic process, carnitine metabolic process, cellular respiration and cytosol, mitochondrion localization	1.565	4.167e-04	0.966	4.196e-03	1.447	3.077e-05	1.304	5.547e-04	1.772	1.196	3.408	2.173	0	0	1	1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0C05027g	Type II	UP	0	UP	UP	CAGL0C05027g	YAR035W	S000000080	YAR035W	YAT1	Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated	1.149	7.610e-05	2.264	1.656e-05	0.194	9.999e-01	-0.586	3.240e-01
CAGL0C05115g	ARG1	Argininosuccinate synthetase	-2.121	1.585e-04	-1.384	5.757e-03	1.037	1.703e-03	0.055	9.105e-01	-2.534	-1.893	2.396	-0.012	-1	0	1	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C05115g	Type I	DOWN	DOWN	UP	0	CAGL0C05115g	YOL058W	S000005419	YOL058W	ARG1	Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate	-1.134	7.250e-04	-0.506	2.030e-01	-0.291	9.999e-01	-0.548	4.065e-01
CAGL0C05445g		Ortholog(s) have role in endocytosis	0.852	4.897e-04	0.816	2.998e-03	0.272	2.416e-02	1.212	2.756e-04	0.938	0.999	0.504	2.012	0	0	0	1	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0C05445g	OFF	0	0	0	UP	CAGL0C05445g	YDL231C	S000002390	YDL231C	BRE4	Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport	-0.258	1.140e-01	-0.018	9.291e-01	0.138	9.999e-01	0.048	9.091e-01
CAGL0D00198g		Ortholog(s) have (R,R)-butanediol dehydrogenase activity and role in alcohol metabolic process, butanediol biosynthetic process	1.456	9.793e-03	0.69	3.239e-02	-1.225	3.474e-05	-0.056	8.673e-01	1.645	0.834	-3.195	-0.206	0	0	-1	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0D00198g	Type I	UP	0	DOWN	0	CAGL0D00198g	YAL060W	S000000056	YAL060W	BDH1	NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source	2.055	4.460e-05	-0.381	5.881e-02	0.24	9.999e-01	-0.852	8.390e-02
CAGL0D00264g	NUD1	Putative nuclear phosphatase regulatory subunit; gene is downregulated in azole-resistant strain	1.267	1.533e-05	0.636	4.931e-03	0.531	1.280e-03	-1.226	2.587e-04	1.424	0.762	1.145	-2.253	0	0	0	-1	UNCLASSIFIED	_	Others	CAGL0D00264g	OFF	0	0	0	DOWN	CAGL0D00264g	YOR373W	S000005900	YOR373W	NUD1	Component of the spindle pole body outer plaque; acts through the mitotic exit network to specify asymmetric spindle pole body inheritance	2.362	1.470e-05	0.73	3.525e-02	-0.164	9.999e-01	0.411	3.319e-01
CAGL0D00352g		Ortholog(s) have ATPase-coupled transmembrane transporter activity, role in fatty acid transmembrane transport and integral component of peroxisomal membrane, peroxisome localization	1.333	2.900e-05	1.067	4.658e-04	1.371	1.609e-05	1.046	8.230e-04	1.501	1.33	3.221	1.72	0	0	1	0	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0D00352g	Type II	UP	0	UP	UP	CAGL0D00352g	YKL188C	S000001671	YKL188C	PXA2	Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa1p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transportesr ABCD1 and ABCD2, and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD), a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant	1.685	3.300e-05	0.613	4.837e-03	0.108	9.999e-01	0.142	6.554e-01
CAGL0D00418g		Ortholog(s) have role in long-chain fatty acid transport	0.624	7.035e-03	0.664	4.732e-02	-1.481	3.381e-05	-1.109	3.322e-03	0.672	0.799	-3.827	-2.049	0	0	-1	-1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0D00418g	OFF	0	0	DOWN	DOWN	CAGL0D00418g	YKL187C	S000001670	YKL187C	FAT3	Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog, YLR413W, that arose from the whole genome duplication	1.882	2.240e-05	0.041	8.448e-01	-0.186	9.999e-01	-0.252	5.856e-01
CAGL0D00528g		Ortholog(s) have 3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity, [acyl-carrier-protein] S-acetyltransferase activity and [acyl-carrier-protein] S-malonyltransferase activity, more	0.232	3.752e-01	0.032	8.910e-01	-0.186	2.780e-01	-1.168	2.332e-04	0.214	-0.032	-0.628	-2.152	0	0	0	-1	REDOX SIGNALING	PEROXISOME	F3	CAGL0D00528g	OFF	0	0	0	DOWN	CAGL0D00528g	YKL182W	S000001665	YKL182W	FAS1	Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities	0.382	3.160e-01	0.997	5.046e-04	0.189	9.999e-01	-0.058	9.154e-01
CAGL0D00704g		Ortholog(s) have endoplasmic reticulum, plasma membrane localization	1.949	1.115e-04	0.541	9.411e-02	0.306	1.545e-01	0.178	5.430e-01	2.22	0.638	0.589	0.203	1	0	0	0	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0D00704g	OFF	UP	0	0	0	CAGL0D00704g	YDL072C	S000002230	YDL072C	YET3	Protein of unknown function; YET3 null mutant decreases the level of secreted invertase; homolog of human BAP31 protein; protein abundance increases in response to DNA replication stress	2.727	5.470e-06	-0.342	1.338e-01	0.109	9.999e-01	-0.042	9.350e-01
CAGL0D00748g		Ortholog(s) have cytochrome-c oxidase activity, role in mitochondrial electron transport, cytochrome c to oxygen and mitochondrial respiratory chain complex IV, plasma membrane localization	-1.565	2.793e-04	-1.681	4.259e-05	-0.021	8.595e-01	0.285	2.266e-01	-1.885	-2.283	-0.219	0.389	0	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0D00748g	OFF	DOWN	DOWN	0	0	CAGL0D00748g	YDL067C	S000002225	YDL067C	COX9	Subunit VIIa of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain	-2.291	3.870e-05	2.339	6.712e-05	-0.058	9.999e-01	0.131	8.719e-01
CAGL0D00770g	IDP1	Ortholog(s) have isocitrate dehydrogenase (NADP+) activity, role in glutamate biosynthetic process and cytoplasm, extracellular region, mitochondrial nucleoid, mitochondrion, peroxisome localization	0.301	5.308e-02	1.601	2.303e-05	0.233	1.150e-01	0.89	3.535e-03	0.294	2.031	0.408	1.449	0	1	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0D00770g	OFF	0	UP	0	0	CAGL0D00770g	YDL066W	S000002224	YDL066W	IDP1	Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes	0.061	8.130e-01	0.907	1.877e-03	0.252	9.999e-01	-0.387	2.902e-01
CAGL0D00880g		Ortholog(s) have ribonucleoprotein complex binding activity	-1.586	1.354e-04	-1.573	2.263e-05	-0.263	1.900e-01	-1.398	1.059e-04	-1.909	-2.141	-0.817	-2.554	0	-1	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0D00880g	Type II	DOWN	DOWN	0	DOWN	CAGL0D00880g	YDL060W	S000002218	YDL060W	TSR1	Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p; relocalizes from nucleus to cytoplasm upon DNA replication stress	-1.405	5.890e-05	0.093	6.409e-01	0.015	9.999e-01	-0.069	8.843e-01
CAGL0D01265g	MT-I	Copper-binding metallothionein, involved in sequestration of metal ions; inducible by copper and silver; gene used for molecular typing of C. glabrata strain isolates	1.334	2.268e-03	-2.65	3.943e-06	1.735	2.056e-05	-3.52	4.006e-06	1.502	-3.557	4.12	-6.267	0	-1	1	-1	STRESS RESPONSE	_	Others	CAGL0D01265g	SWITCH	UP	DOWN	UP	DOWN	CAGL0D01265g	NO_ORTHO	CAL0128003	CAGL0D01265g	MT-I	Copper-binding metallothionein, involved in sequestration of metal ions; inducible by copper and silver; gene used for molecular typing of C. glabrata strain isolates	NA	  NA	NA	  NA	NA	  NA	NA	  NA
CAGL0D01298g	TKL1	Putative transketolase	1.94	8.517e-06	1.567	2.303e-03	-0.029	8.260e-01	0.135	7.846e-01	2.209	1.986	-0.239	0.128	1	0	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0D01298g	OFF	UP	UP	0	0	CAGL0D01298g	YPR074C	S000006278	YPR074C	TKL1	Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog, TKL2, that arose from the whole genome duplication	3.056	1.650e-05	-0.531	2.059e-02	-0.123	9.999e-01	-0.405	2.592e-01
CAGL0D01474g		Protein of unknown function	2.252	1.641e-05	1.365	5.468e-04	0.181	5.573e-01	-0.248	3.730e-01	2.575	1.721	0.281	-0.542	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0D01474g	OFF	UP	UP	0	0	CAGL0D01474g	YBR108W	S000000312	YBR108W	AIM3	Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss	3.03	3.180e-06	0.134	5.299e-01	-0.194	9.999e-01	-0.417	3.319e-01
CAGL0D01562g	FCY1	Ortholog(s) have cytosine deaminase activity and role in cytidine metabolic process, cytosine metabolic process, pyrimidine-containing compound salvage	-1.646	1.101e-04	-0.864	8.500e-03	0.917	1.474e-03	-1.24	6.368e-04	-1.98	-1.209	2.097	-2.279	0	0	1	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0D01562g	SWITCH	DOWN	0	UP	DOWN	CAGL0D01562g	YPR062W	S000006266	YPR062W	FCY1	Cytosine deaminase; zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil; of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU)	-2.537	8.680e-06	0.268	1.562e-01	0.152	9.999e-01	-0.548	4.929e-01
CAGL0D01958g		Ortholog(s) have succinate dehydrogenase (ubiquinone) activity and role in cellular respiration, protein insertion into mitochondrial inner membrane	-1.085	3.494e-04	-1.774	3.657e-05	0.376	4.119e-02	1.257	3.853e-04	-1.324	-2.405	0.761	2.09	0	-1	0	1	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0D01958g	Type I	0	DOWN	0	UP	CAGL0D01958g	YKL141W	S000001624	YKL141W	SDH3	Subunit of succinate dehydrogenase and of TIM22 translocase; functions as cytochrome b subunit of succinate dehydrogenase, which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog, SHH3, that arose from the whole genome duplication	-1.027	4.210e-03	0.95	2.110e-03	-0.084	9.999e-01	-0.108	7.802e-01
CAGL0D02134g		Ortholog of S. cerevisiae : YKL133C and Saccharomyces cerevisiae S288C : YKL133C	1.182	9.383e-05	1.62	1.076e-04	0.703	3.560e-04	0.654	1.508e-02	1.324	2.056	1.569	1.036	0	1	0	0	METABOLISM	UNKNOWN	F1	CAGL0D02134g	Type II	0	UP	UP	0	CAGL0D02134g	YKL133C	S000001616	YKL133C		Putative protein of unknown function; not required for growth of cells lacking the mitochondrial genome; SWAT-GFP and mCherry fusion proteins localize to the mitochondria; YKL133C has a paralog, MGR3, that arose from the whole genome duplication	2.034	3.050e-03	1.082	3.001e-02	0.189	9.999e-01	0.158	8.711e-01
CAGL0D02596g		Ortholog(s) have role in DNA-dependent DNA replication, double-strand break repair via break-induced replication, mitotic DNA replication initiation	-0.401	2.017e-02	-0.34	1.254e-01	-0.842	2.984e-04	-0.505	7.912e-02	-0.525	-0.52	-2.248	-0.992	0	0	-1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0D02596g	OFF	0	0	DOWN	0	CAGL0D02596g	YOL146W	S000005506	YOL146W	PSF3	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery	0.537	4.250e-03	-1.177	1.839e-04	0.216	9.999e-01	0.1	7.908e-01
CAGL0D02640g		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	0.808	1.095e-01	2.021	6.135e-06	-1.227	1.649e-04	0.322	3.515e-01	0.887	2.583	-3.199	0.455	0	1	-1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0D02640g	Type I	0	UP	DOWN	0	CAGL0D02640g	YMR011W	S000004613	YMR011W	HXT2	High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose	NA	  NA	NA	  NA	NA	  NA	NA	  NA
CAGL0D02662g		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	0.822	2.158e-01	0.444	3.316e-01	-2.446	7.216e-05	-0.738	5.975e-02	0.904	0.511	-6.213	-1.399	0	0	-1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0D02662g	OFF	0	0	DOWN	0	CAGL0D02662g	YMR011W	S000004613	YMR011W	HXT2	High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose	-2.314	4.950e-04	-0.546	2.517e-01	-0.286	9.999e-01	0.056	9.708e-01
CAGL0D03982g		Ortholog(s) have 1-pyrroline-5-carboxylate dehydrogenase activity, role in glutamate biosynthetic process, proline catabolic process to glutamate and mitochondrial matrix localization	1.813	7.453e-05	0.995	6.098e-04	1.028	1.826e-04	1.222	2.635e-04	2.062	1.234	2.372	2.03	1	0	1	1	REDOX SIGNALING	OXYGEN DEPENDENT ENZYME	F3	CAGL0D03982g	Type II	UP	0	UP	UP	CAGL0D03982g	YHR037W	S000001079	YHR037W	PUT2	Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of human homolog ALDH4A1 causes type II hyperprolinemia (HPII), an autosomal recessive inborn error of metabolism; human homolog ALDH4A1 can complement yeast null mutant	2.159	2.240e-05	0.604	1.204e-02	0.171	9.999e-01	-0.09	8.122e-01
CAGL0D04026g		Ortholog(s) have 4-aminobutyrate transaminase activity, pyridoxal phosphate binding activity and role in cellular amide catabolic process, gamma-aminobutyric acid catabolic process, glutamate metabolic process	2.348	1.803e-04	1.602	3.118e-04	0.623	2.212e-03	0.179	5.519e-01	2.686	2.033	1.372	0.204	1	1	0	0	METABOLISM	NITROGEN METABOLISM	F1	CAGL0D04026g	OFF	UP	UP	0	0	CAGL0D04026g	YGR019W	S000003251	YGR019W	UGA1	Gamma-aminobutyrate (GABA) transaminase; also known as 4-aminobutyrate aminotransferase; involved in the 4-aminobutyrate and glutamate degradation pathways; required for normal oxidative stress tolerance and nitrogen utilization; protein abundance increases in response to DNA replication stress	3.203	1.200e-06	0.404	2.952e-02	-0.118	9.999e-01	0.357	3.564e-01
CAGL0D04356g		Ortholog(s) have glycine dehydrogenase (decarboxylating) activity and role in glycine metabolic process, one-carbon metabolic process	0.851	1.108e-02	0.872	2.395e-03	0.944	7.779e-03	1.003	5.239e-04	0.937	1.073	2.164	1.646	0	0	1	0	REDOX SIGNALING	OTHERS	F3	CAGL0D04356g	OFF	0	0	UP	UP	CAGL0D04356g	YDR019C	S000002426	YDR019C	GCV1	T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm	-0.404	4.260e-02	0.351	8.229e-02	0.1	9.999e-01	-0.55	2.232e-01
CAGL0D04686g		Ortholog(s) have metalloendopeptidase activity and role in axial cellular bud site selection, cytogamy, peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion	0.959	1.239e-04	1.585	8.401e-05	0.211	1.905e-01	0.265	3.123e-01	1.063	2.011	0.354	0.356	0	1	0	0	REGULATION	OTHERS	F2	CAGL0D04686g	OFF	0	UP	0	0	CAGL0D04686g	YPR122W	S000006326	YPR122W	AXL1	Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells	2.509	3.340e-03	-2.065	3.174e-03	-0.312	9.999e-01	0.132	9.149e-01
CAGL0D04708g		Ortholog(s) have copper ion transmembrane transporter activity, role in copper ion import, copper ion transport, iron ion transmembrane transport and plasma membrane localization	1.061	2.489e-03	1.98	1.330e-05	-0.606	1.474e-03	1.713	2.527e-04	1.183	2.53	-1.665	2.888	0	1	0	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0D04708g	SWITCH	0	UP	DOWN	UP	CAGL0D04708g	YPR124W	S000006328	YPR124W	CTR1	High-affinity copper transporter of plasma membrane; mediates nearly all copper uptake under low copper conditions; transcriptionally induced at low copper levels and degraded at high copper levels; protein increases in abundance and relocalizes from nucleus to plasma membrane upon DNA replication stress; human homolog SLC31A1 can complement a yeast ctr1 ctr3 double deletion	1.605	3.120e-05	-1.91	3.773e-04	-0.294	9.999e-01	-1.385	1.488e-02
CAGL0D05060g		Has domain(s) with predicted hydrolase activity	-1.905	6.954e-06	-1.362	6.280e-05	0.158	2.608e-01	-0.284	2.336e-01	-2.282	-1.863	0.222	-0.605	-1	0	0	0	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0D05060g	OFF	DOWN	DOWN	0	0	CAGL0D05060g	YGR123C	S000003355	YGR123C	PPT1	Protein serine/threonine phosphatase; regulates Hsp90 chaperone by affecting its ATPase and cochaperone binding activities; has similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth	-1.764	4.460e-05	0.724	1.258e-02	-0.082	9.999e-01	-0.225	6.427e-01
CAGL0D05082g		Protein of unknown function	2.586	3.011e-06	2.071	1.326e-05	0.079	5.381e-01	1.121	2.027e-03	2.964	2.649	0.027	1.853	1	1	0	0	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0D05082g	Type II	UP	UP	0	UP	CAGL0D05082g	YLL039C	S000003962	YLL039C	UBI4	Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abundance increases in response to DNA replication stress	2.398	8.030e-06	0.449	3.528e-02	-0.179	9.999e-01	0.034	9.616e-01
CAGL0D05192g		Ortholog(s) have ubiquinol-cytochrome-c reductase activity and role in aerobic respiration, mitochondrial electron transport, ubiquinol to cytochrome c	-2.544	4.782e-05	-2.759	2.378e-06	0.47	9.643e-03	0.731	9.711e-03	-3.029	-3.7	0.993	1.17	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0D05192g	OFF	DOWN	DOWN	0	0	CAGL0D05192g	YFR033C	S000001929	YFR033C	QCR6	Subunit 6 of the ubiquinol cytochrome-c reductase complex; the complex, also known as the cytochrome bc(1) complex or Complex III, is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1; may be loosely associated with the complex since it is easily released into the intermembrane space	-3.194	1.680e-05	2.986	6.658e-05	-0.052	9.999e-01	0.7	2.036e-01
CAGL0D05280g		Ortholog(s) have sulfite reductase (NADPH) activity, role in sulfate assimilation and sulfite reductase complex (NADPH) localization	0.952	9.060e-03	1.535	2.599e-02	0.532	1.530e-03	1.286	3.418e-02	1.056	1.945	1.148	2.141	0	0	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0D05280g	NO	0	0	0	0	CAGL0D05280g	YFR030W	S000001926	YFR030W	MET10	Subunit alpha of assimilatory sulfite reductase; complex converts sulfite into sulfide	-0.624	4.480e-03	-0.18	4.011e-01	-0.016	9.999e-01	0.203	6.436e-01
CAGL0D05434g	ROX1	Protein of unknown function	-0.166	6.413e-01	0.336	2.753e-01	-1.714	1.335e-04	-0.908	7.947e-03	-0.251	0.369	-4.404	-1.697	0	0	-1	0	UNCLASSIFIED	_	Others	CAGL0D05434g	OFF	0	0	DOWN	DOWN	CAGL0D05434g	YPR065W	S000006269	YPR065W	ROX1	Heme-dependent repressor of hypoxic genes; mediates aerobic transcriptional repression of hypoxia induced genes such as COX5b and CYC7; repressor function regulated through decreased promoter occupancy in response to oxidative stress; contains an HMG domain that is responsible for DNA bending activity; involved in the hyperosmotic stress resistance	-0.657	2.710e-03	1.661	1.050e-04	-0.397	9.999e-01	0.492	2.645e-01
CAGL0D05940g	ERG1	Squalene epoxidase with a role in ergosterol synthesis; involved in growth under conditions of low oxygen tension	0.206	3.306e-01	-0.761	2.930e-02	-0.977	5.422e-04	-2.304	7.281e-05	0.183	-1.073	-2.582	-4.139	0	0	-1	-1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0D05940g	OFF	0	0	DOWN	DOWN	CAGL0D05940g	YGR175C	S000003407	YGR175C	ERG1	Squalene epoxidase; catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine; human SQLE functionally complements the lethality of the erg1 null mutation	0.767	6.800e-04	0.925	2.343e-03	-0.11	9.999e-01	-0.858	8.987e-02
CAGL0D06402g	MET15	O-acetyl homoserine sulfhydrylase (OAHSH), ortholog of S. cerevisiae MET17; required for utilization of inorganic sulfate as sulfur source; able to utilize cystine as a sulfur source while S. cerevisiae met15 mutants are unable to do so	2.321	1.639e-04	2.372	3.784e-06	0.205	1.453e-01	1.739	1.059e-04	2.655	3.045	0.338	2.934	1	1	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0D06402g	Type II	UP	UP	0	UP	CAGL0D06402g	YLR303W	S000004294	YLR303W	MET17	O-acetyl homoserine-O-acetyl serine sulfhydrylase; required for Methionine and cysteine biosynthesis	0.153	3.330e-01	-0.706	3.249e-03	-0.221	9.999e-01	-0.087	8.782e-01
CAGL0D06424g	ACO1	Putative aconitate hydratase	-1.756	3.528e-05	-2.659	3.021e-06	1.069	3.744e-04	1.511	1.836e-04	-2.108	-3.569	2.475	2.535	-1	-1	1	1	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0D06424g	Type I	DOWN	DOWN	UP	UP	CAGL0D06424g	YLR304C	S000004295	YLR304C	ACO1	Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy; human homolog ACO2 can complement yeast null mutant	-0.82	4.630e-02	2.948	5.640e-06	-2.397	5.380e-04	-0.217	5.700e-01
CAGL0D06600g		Ortholog(s) have protein serine/threonine kinase activity, protein tyrosine kinase activity	1.747	9.343e-05	1.837	6.620e-06	0.046	7.907e-01	1.072	4.321e-04	1.984	2.341	-0.055	1.767	0	1	0	0	REGULATION	GENERAL TRANSCRIPTION	F2	CAGL0D06600g	Type II	UP	UP	0	UP	CAGL0D06600g	YLL019C	S000003942	YLL019C	KNS1	Protein kinase involved in negative regulation of PolIII transcription; effector kinase of the TOR signaling pathway and phosphorylates Rpc53p to regulate ribosome and tRNA biosynthesis; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues; capable of autophosphorylation	1.395	1.230e-04	0.401	9.493e-02	-0.209	9.999e-01	0.432	4.368e-01
