C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0E05588g		Ortholog(s) have DNA-directed DNA polymerase activity, deoxycytidyl transferase activity and role in error-free translesion synthesis, error-prone translesion synthesis	1.638	3.528e-05	1.81	5.054e-05	0.141	3.793e-01	-0.892	5.424e-03	1.856	2.306	0.181	-1.668	0	1	0	0	REV1	STRESS RESPONSE	_	Others	CAGL0E05588g	Type I	UP	UP	0	DOWN
CAGL0E05654g		Ortholog(s) have phosphatidylglycerol phospholipase C activity, role in cell-abiotic substrate adhesion, glycerophospholipid catabolic process, phosphatidylglycerol catabolic process and lipid droplet, mitochondrion localization	2.668	3.011e-06	0.145	5.292e-01	1.703	2.865e-05	1.285	4.009e-04	3.06	0.117	4.041	2.139	1	0	1	1	PGC1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0E05654g	Type II	UP	0	UP	UP
CAGL0E05830g		Ortholog(s) have mRNA binding, ribosome binding activity and role in mitochondrial respiratory chain complex III assembly, positive regulation of mitochondrial translation	-0.81	7.435e-04	-0.293	1.530e-01	-0.093	4.274e-01	1.721	1.165e-03	-1.003	-0.458	-0.398	2.902	0	0	0	1	CBP3	REGULATION	OTHERS	F2	CAGL0E05830g	OFF	0	0	0	UP
CAGL0E06072g		Ortholog of S. cerevisiae : YMR181C and Saccharomyces cerevisiae S288C : YMR181C	2.009	1.127e-05	1.228	4.860e-04	-0.298	2.821e-02	0.764	1.862e-02	2.29	1.541	-0.905	1.227	1	0	0	0	YMR181C	UNCLASSIFIED	_	Others	CAGL0E06072g	OFF	UP	UP	0	0
CAGL0E06116g		Ortholog(s) have role in positive regulation of transcription by RNA polymerase II and cytosol, nuclear chromatin, nucleus localization	1.936	1.376e-05	0.394	5.250e-02	-1.108	3.381e-05	-0.378	6.287e-02	2.205	0.444	-2.905	-0.77	1	0	-1	0	RGM1	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0E06116g	Type I	UP	0	DOWN	0
CAGL0E06138g		Ortholog(s) have fatty acid synthase activity, role in fatty acid biosynthetic process, long-chain fatty acid biosynthetic process, palmitic acid biosynthetic process and fatty acid synthase complex localization	0.783	6.331e-04	1.12	3.878e-04	-0.188	2.115e-01	-2.124	2.930e-05	0.858	1.399	-0.633	-3.824	0	0	0	-1		REDOX SIGNALING	PEROXISOME	F3	CAGL0E06138g	OFF	0	0	0	DOWN
CAGL0E06380g		Ortholog(s) have ATP-dependent NAD(P)H-hydrate dehydratase activity and role in nicotinamide nucleotide metabolic process	1.818	3.460e-05	0.35	8.102e-02	0.251	3.132e-02	0.135	4.995e-01	2.067	0.387	0.452	0.127	1	0	0	0	YKL151C	METABOLISM	OTHERS	F1	CAGL0E06380g	OFF	UP	0	0	0
CAGL0E06424g		Ortholog(s) have cytochrome-b5 reductase activity, acting on NAD(P)H activity and role in cellular response to oxidative stress, ergosterol biosynthetic process	1.737	2.088e-05	1.025	2.998e-03	1.311	1.803e-05	1.373	1.678e-03	1.972	1.274	3.071	2.293	0	0	1	1	MCR1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0E06424g	Type II	UP	0	UP	UP
CAGL0F00187g	FET4	Has domain(s) with predicted role in transmembrane transport	2.351	1.608e-05	2.02	1.090e-05	-1.878	2.451e-05	-1.037	7.206e-04	2.689	2.582	-4.808	-1.922	1	1	-1	0		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F00187g	Type I	UP	UP	DOWN	DOWN
CAGL0F00209g		Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization	1.262	4.053e-03	0.342	3.326e-01	2.209	3.077e-05	1.612	4.799e-04	1.417	0.377	5.292	2.712	0	0	1	1		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F00209g	OFF	0	0	UP	UP
CAGL0F00231g		Ortholog(s) have inorganic phosphate transmembrane transporter activity, role in phosphate ion transmembrane transport and integral component of mitochondrial inner membrane, mitochondrion, plasma membrane localization	-0.991	2.797e-02	-1.853	9.425e-04	0.666	1.012e-01	1.677	1.165e-03	-1.215	-2.509	1.479	2.824	0	-1	0	1	MIR1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0F00231g	Type I	0	DOWN	0	UP
CAGL0F00407g		Ortholog(s) have deoxyhypusine monooxygenase activity	-2.763	6.954e-06	-2.623	5.829e-06	-0.19	2.896e-01	-0.944	6.333e-03	-3.284	-3.521	-0.637	-1.76	-1	-1	0	0	LIA1	REDOX SIGNALING	METALLOENZYME	F3	CAGL0F00407g	Type II	DOWN	DOWN	0	DOWN
CAGL0F00429g		Ortholog(s) have GTP diphosphatase activity, ITP diphosphatase activity, UTP diphosphatase activity, XTP diphosphatase activity, dATP pyrophosphohydrolase activity and dCTP diphosphatase activity, more	-0.925	9.955e-04	-0.666	5.486e-03	-0.11	3.636e-01	-1.206	2.434e-04	-1.137	-0.948	-0.44	-2.218	0	0	0	-1	HAM1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F00429g	OFF	0	0	0	DOWN
CAGL0F00605g	GLK1	Aldohexose specific glucokinase	1.9	4.688e-03	1.164	2.369e-03	-0.017	9.440e-01	1.954	7.223e-05	2.163	1.457	-0.209	3.31	1	0	0	1	EMI2	REGULATION	OTHERS	F2	CAGL0F00605g	Type II	UP	0	0	UP
CAGL0F00649g		Has domain(s) with predicted ATP binding, protein kinase activity, protein tyrosine kinase activity and role in protein phosphorylation	0.055	8.416e-01	0.588	4.143e-02	-0.782	4.414e-03	-0.019	9.546e-01	0.008	0.7	-2.1	-0.142	0	0	-1	0		METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0F00649g	OFF	0	0	DOWN	0
CAGL0F00715g		Protein of unknown function	2.79	7.621e-06	3.074	1.012e-06	-0.391	8.779e-02	-0.004	9.913e-01	3.203	3.968	-1.135	-0.116	1	1	0	0		METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0F00715g	OFF	UP	UP	0	0
CAGL0F01045g		Ortholog(s) have role in rRNA export from nucleus	-1.676	1.928e-04	-1.206	8.513e-04	-0.563	6.962e-03	-0.34	1.662e-01	-2.014	-1.659	-1.558	-0.704	-1	0	0	0	RPS15	REGULATION	TRANSLATION	F2	CAGL0F01045g	Type II	DOWN	DOWN	DOWN	0
CAGL0F01265g	YAP7	bZIP domain-containing protein involved in regulation of nitric oxide detoxification	0.038	7.735e-01	0.812	1.649e-02	-1.008	5.805e-05	-1.355	1.043e-03	-0.012	0.994	-2.658	-2.479	0	0	-1	-1	YAP7	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0F01265g	OFF	0	0	DOWN	DOWN
CAGL0F01419g	AUS1	ATP-binding cassette transporter involved in sterol uptake	3.463	3.011e-06	2.953	3.298e-06	-0.922	2.094e-03	-2.152	2.984e-05	3.989	3.809	-2.445	-3.872	1	1	-1	-1	AUS1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F01419g	Type I	UP	UP	DOWN	DOWN
CAGL0F01463g	TIR1	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	2.071	5.833e-05	0.435	1.746e-01	-0.074	8.188e-01	-1.043	5.129e-03	2.362	0.499	-0.35	-1.933	1	0	0	0	TIR2	STRESS RESPONSE	_	Others	CAGL0F01463g	Type I	UP	0	0	DOWN
CAGL0F01485g	TIR2	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	1.919	1.129e-04	1.415	1.297e-04	0.216	2.085e-01	0.051	8.382e-01	2.185	1.786	0.367	-0.02	1	0	0	0	TIR4	MEMBRANE / CELL WALL	_	Others	CAGL0F01485g	OFF	UP	UP	0	0
CAGL0F01749g		Putative serine hydroxymethyltransferase; protein differentially expressed in azole resistant strain	-0.833	2.682e-02	1.2	1.816e-03	1.294	1.128e-02	0.205	5.682e-01	-1.03	1.504	3.03	0.251	0	0	1	0	SHM2	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0F01749g	OFF	0	UP	0	0
CAGL0F02101g		Ortholog(s) have peptidase activator activity, proteasome binding activity	1.897	1.824e-04	0.995	4.621e-04	0.126	4.320e-01	0.081	7.242e-01	2.159	1.235	0.144	0.032	1	0	0	0	BLM10	REGULATION	PROTEIN DEGRADATION	F2	CAGL0F02101g	OFF	UP	0	0	0
CAGL0F02145g	PHM1	Ortholog(s) have calmodulin binding activity and role in lysosomal microautophagy, polyphosphate metabolic process, protein localization, vacuolar transport, vacuole fusion, non-autophagic	0.472	9.741e-03	0.551	1.076e-02	0.346	8.827e-03	1.21	7.781e-04	0.495	0.651	0.687	2.008	0	0	0	1	VTC2	MEMBRANE / CELL WALL	_	Others	CAGL0F02145g	OFF	0	0	0	UP
CAGL0F02233g		Ortholog(s) have dipeptidase activity	-2.178	3.011e-06	-2.427	3.446e-06	-0.215	7.661e-02	-0.117	6.369e-01	-2.601	-3.264	-0.698	-0.313	-1	-1	0	0	YFR006W	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0F02233g	OFF	DOWN	DOWN	0	0
CAGL0F02431g	ACO2	Ortholog(s) have role in mitochondrial translation and cytoplasm, mitochondrion, nucleus localization	-2.034	3.078e-05	-2.576	4.316e-06	0.118	4.299e-01	-0.101	7.514e-01	-2.434	-3.459	0.124	-0.285	-1	-1	0	0	ACO2	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0F02431g	OFF	DOWN	DOWN	0	0
CAGL0F02513g		Ortholog(s) have role in protein secretion	0.036	8.700e-01	-0.168	5.383e-01	0.557	4.086e-02	1.299	2.411e-03	-0.015	-0.294	1.209	2.164	0	0	0	1	NCE101	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0F02513g	OFF	0	0	0	UP
CAGL0F02563g	HPT1	Putative hypoxanthine guanine phosphoribosyl transferase	-2.116	1.376e-05	-1.496	5.749e-05	0.599	1.733e-03	-1.595	7.539e-05	-2.528	-2.04	1.313	-2.899	-1	-1	0	-1	HPT1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F02563g	Type II	DOWN	DOWN	0	DOWN
CAGL0F03399g	SCS7	Ortholog(s) have fatty acid alpha-hydroxylase activity, role in inositol phosphoceramide metabolic process, mannosyl-inositol phosphorylceramide metabolic process and membrane localization	-1.072	5.718e-03	-1.759	1.332e-04	-0.376	1.763e-02	1.109	3.230e-03	-1.309	-2.386	-1.096	1.831	0	-1	0	0	SCS7	REDOX SIGNALING	PEROXISOME	F3	CAGL0F03399g	Type I	0	DOWN	0	UP
CAGL0F03553g	DAP1	Putative heme-binding protein involved in regulation of cytochrome P450, Erg11p; required for growth under iron starvation	0.221	3.231e-01	0.522	3.231e-02	-0.475	5.654e-02	-1.733	1.766e-04	0.201	0.613	-1.341	-3.14	0	0	0	-1	DAP1	REGULATION	OTHERS	F2	CAGL0F03553g	OFF	0	0	0	DOWN
CAGL0F03861g		Ortholog(s) have mevalonate kinase activity and role in ergosterol biosynthetic process, farnesyl diphosphate biosynthetic process, mevalonate pathway, isopentenyl diphosphate biosynthetic process, mevalonate pathway	-0.213	1.774e-01	-0.427	5.813e-02	-0.771	1.807e-04	-1.357	2.112e-04	-0.306	-0.635	-2.072	-2.483	0	0	-1	-1	ERG12	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0F03861g	OFF	0	0	DOWN	DOWN
CAGL0F03927g		Ortholog(s) have GMP synthase (glutamine-hydrolyzing) activity and role in GMP biosynthetic process, GMP metabolic process	-1.385	5.997e-04	-1.223	2.268e-04	-0.489	9.674e-03	-1.272	1.883e-04	-1.675	-1.681	-1.375	-2.334	0	0	0	-1	GUA1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F03927g	Type II	DOWN	DOWN	0	DOWN
CAGL0F03993g	ERG8	Ortholog(s) have phosphomevalonate kinase activity	-0.499	2.875e-02	-0.808	2.892e-03	-0.667	2.448e-04	-1.128	4.482e-04	-0.64	-1.136	-1.816	-2.082	0	0	0	-1	ERG8	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0F03993g	OFF	0	0	DOWN	DOWN
CAGL0F04191g		Ortholog of S. cerevisiae : YBL029C-A, C. albicans SC5314 : C1_02060W_A, C. dubliniensis CD36 : Cd36_01920, C. parapsilosis CDC317 : CPAR2_108200 and C. auris B8441 : B9J08_000493	1.524	9.040e-05	0.371	1.075e-01	1.521	3.381e-05	0.68	3.506e-02	1.724	0.414	3.591	1.082	0	0	1	0	YBL029C-A	UNCLASSIFIED	_	Others	CAGL0F04191g	Type II	UP	0	UP	0
CAGL0F04213g		Ortholog(s) have ATP:ADP antiporter activity	-0.368	3.072e-01	-1.391	1.058e-03	0.806	1.518e-02	1.943	1.248e-04	-0.486	-1.901	1.825	3.291	0	0	0	1	PET9	REDOX SIGNALING	OTHERS	F3	CAGL0F04213g	Type I	0	DOWN	0	UP
CAGL0F04411g		Ortholog(s) have structural constituent of ribosome activity, role in mitochondrial translation and mitochondrial large ribosomal subunit localization	-0.58	1.306e-03	0.223	2.874e-01	0.197	1.115e-01	1.499	2.464e-04	-0.735	0.22	0.318	2.513	0	0	0	1	MRPL16	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0F04411g	OFF	0	0	0	UP
CAGL0F04565g		Ortholog(s) have ubiquinol-cytochrome-c reductase activity, role in aerobic respiration and mitochondrial respiratory chain complex III, mitochondrion localization	-2.306	8.758e-05	-2.334	5.829e-06	0.63	5.239e-03	1.127	2.732e-03	-2.751	-3.141	1.39	1.863	-1	-1	0	0	COR1	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0F04565g	Type I	DOWN	DOWN	0	UP
CAGL0F04631g		Ortholog of S. cerevisiae : MOH1, C. albicans SC5314 : C4_03430W_A/MOH1, C. dubliniensis CD36 : Cd36_43220, C. parapsilosis CDC317 : CPAR2_403470 and C. auris B8441 : B9J08_003595	3.081	1.198e-04	3.946	1.090e-05	0.609	7.701e-03	0.01	9.831e-01	3.543	5.114	1.337	-0.091	1	1	0	0	MOH1	UNCLASSIFIED	_	Others	CAGL0F04631g	OFF	UP	UP	0	0
CAGL0F04719g		Ortholog(s) have glycogen (starch) synthase activity, role in glycogen biosynthetic process and cytoplasm localization	2.056	1.152e-03	-0.294	2.404e-01	0.244	3.746e-02	-0.058	8.385e-01	2.346	-0.46	0.437	-0.21	1	0	0	0	GSY2	REDOX SIGNALING	METABOLISM	F3	CAGL0F04719g	OFF	UP	0	0	0
CAGL0F04807g		Ortholog(s) have role in pathogenesis and cell surface, hyphal cell wall, integral component of mitochondrial outer membrane, membrane, mitochondrial outer membrane, mitochondrion, plasma membrane localization	1.807	9.898e-05	1.369	1.537e-03	0.482	1.909e-03	0.615	4.047e-02	2.055	1.727	1.024	0.968	1	0	0	0	OM45	UNCLASSIFIED	_	Others	CAGL0F04807g	OFF	UP	UP	0	0
CAGL0F04895g		Ortholog(s) have glycogen phosphorylase activity, role in glycogen catabolic process and cell surface, cytoplasm, hyphal cell wall localization	3.42	1.814e-05	1.05	3.490e-04	0.571	4.066e-02	0.735	3.079e-03	3.939	1.306	1.243	1.178	1	0	0	0	GPH1	REDOX SIGNALING	METABOLISM	F3	CAGL0F04895g	OFF	UP	0	0	0
CAGL0F04917g		Putative regulatory subunit for protein phosphatase; gene is upregulated in azole-resistant strain	0.403	3.599e-02	-1.286	3.181e-04	0.585	3.846e-03	-1.238	4.341e-04	0.415	-1.764	1.278	-2.275	0	0	0	-1	PIG1	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0F04917g	Type II	0	DOWN	0	DOWN
CAGL0F05071g		Ortholog(s) have dodecenoyl-CoA delta-isomerase activity, role in fatty acid beta-oxidation, filamentous growth and peroxisome localization	1.211	2.387e-04	0.694	7.426e-03	1.146	3.991e-05	0.524	2.570e-02	1.358	0.839	2.665	0.808	0	0	1	0	ECI1	REDOX SIGNALING	PEROXISOME	F3	CAGL0F05071g	OFF	0	0	UP	0
CAGL0F05093g		Ortholog(s) have role in microtubule-based process	0.134	3.240e-01	0.178	4.482e-01	1.416	4.060e-05	1.66	6.180e-05	0.099	0.161	3.332	2.796	0	0	1	1	BER1	UNCLASSIFIED	_	Others	CAGL0F05093g	OFF	0	0	UP	UP
CAGL0F05687g		Ortholog of S. cerevisiae : YDR186C and Saccharomyces cerevisiae S288C : YDR186C	2.283	1.814e-05	1.856	6.353e-05	0.165	4.023e-01	-1	5.129e-03	2.61	2.367	0.239	-1.859	1	1	0	0	YDR186C	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0F05687g	Type I	UP	UP	0	DOWN
CAGL0F05709g		Ortholog(s) have role in bipolar cellular bud site selection, cellular cation homeostasis and nucleus localization	-1.535	3.973e-05	-0.725	7.349e-03	1.357	2.865e-05	0.624	1.525e-02	-1.85	-1.027	3.186	0.984	0	0	1	0	ATC1	UNCLASSIFIED	_	Others	CAGL0F05709g	Type I	DOWN	0	UP	0
CAGL0F05863g		Ortholog(s) have succinate dehydrogenase (ubiquinone) activity, role in cellular respiration and plasma membrane localization	-1.878	2.422e-05	-1.973	5.829e-06	0.353	1.979e-02	1.3	3.212e-04	-2.251	-2.667	0.706	2.166	-1	-1	0	1	SDH4	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0F05863g	Type I	DOWN	DOWN	0	UP
CAGL0F06413g	FET3	Putative copper ferroxidase involved in iron uptake	2.815	1.376e-05	3.044	1.070e-05	-3.615	8.082e-08	-2.328	4.382e-05	3.232	3.928	-9.1	-4.182	1	1	-1	-1	FET3	REDOX SIGNALING	METALLOENZYME	F3	CAGL0F06413g	Type I	UP	UP	DOWN	DOWN
CAGL0F06501g		Ortholog(s) have acetyl-CoA:L-glutamate N-acetyltransferase activity, glutamate N-acetyltransferase activity, role in ornithine biosynthetic process and mitochondrial matrix localization	-0.579	1.311e-03	-0.42	3.955e-02	0.986	3.712e-05	0.619	1.396e-02	-0.733	-0.625	2.269	0.975	0	0	1	0	ARG7	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0F06501g	OFF	0	0	UP	0
CAGL0F06677g	GPA1	Ortholog(s) have G-protein beta-subunit binding, GTPase activity, guanyl nucleotide binding activity	2.582	3.323e-06	3.801	1.244e-06	0.193	4.412e-01	0.427	1.550e-01	2.96	4.923	0.31	0.639	1	1	0	0	GPA1	REGULATION	SIGNAL TRANSDUCTION	F2	CAGL0F06677g	OFF	UP	UP	0	0
CAGL0F07029g	MET13	Ortholog(s) have methylenetetrahydrofolate reductase (NAD(P)H) activity and role in methionine biosynthetic process, one-carbon metabolic process	1.959	7.071e-04	3.088	7.951e-07	0.541	2.576e-02	0.29	2.118e-01	2.232	3.986	1.168	0.398	1	1	0	0	MET13	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0F07029g	OFF	UP	UP	0	0
CAGL0F07117g		Putative subunit of the heterotrimeric G protein; gene is upregulated in azole-resistant strain	2.219	1.307e-04	1.521	7.899e-05	1.034	1.237e-03	0.993	5.503e-03	2.536	1.926	2.387	1.628	1	0	1	0	GPG1	REGULATION	SIGNAL TRANSDUCTION	F2	CAGL0F07117g	Type II	UP	UP	UP	UP
CAGL0F07513g		Ortholog(s) have role in aerobic respiration	0.447	4.811e-02	-0.191	3.365e-01	0.232	9.942e-02	1.274	2.075e-04	0.465	-0.325	0.407	2.119	0	0	0	1	MBR1	REDOX SIGNALING	METABOLISM	F3	CAGL0F07513g	OFF	0	0	0	UP
CAGL0F07865g	UPC2B	Putative Zn(2)-Cys(6) binuclear cluster transcriptional regulator of ergosterol biosynthesis	2.916	8.024e-06	2.627	5.829e-06	0.014	9.317e-01	-0.996	2.454e-03	3.35	3.38	-0.133	-1.851	1	1	0	0	UPC2	REGULATION	SIGNAL TRANSDUCTION	F2	CAGL0F07865g	Type I	UP	UP	0	DOWN
CAGL0F07953g		Ortholog of S. cerevisiae : SPG1 and Saccharomyces cerevisiae S288C : YGR236C	4.551	1.289e-05	2.203	3.532e-04	0.822	1.979e-02	1.112	1.879e-02	5.26	2.822	1.864	1.836	1	1	0	0	SPG1	UNCLASSIFIED	_	Others	CAGL0F07953g	OFF	UP	UP	0	0
CAGL0F08019g	PEX21	Ortholog(s) have role in positive regulation of binding, protein import into peroxisome matrix and cytosol, peroxisome localization	0.281	1.102e-01	0.846	1.494e-03	0.887	2.147e-03	0.188	3.742e-01	0.271	1.038	2.025	0.22	0	0	1	0	PEX21	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0F08019g	OFF	0	0	UP	0
CAGL0F08085g		Ortholog(s) have pyruvate transmembrane transporter activity, role in mitochondrial pyruvate transmembrane transport and mitochondrial membrane, plasma membrane localization	2.482	4.369e-05	2.167	3.857e-04	0.148	3.460e-01	0.566	1.619e-01	2.843	2.775	0.198	0.882	1	1	0	0	MPC3	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0F08085g	OFF	UP	UP	0	0
CAGL0F08195g		Ortholog(s) have DNA-binding transcription factor activity	0.914	1.565e-04	-0.331	9.170e-02	1.721	2.473e-06	-0.852	2.675e-03	1.011	-0.508	4.084	-1.598	0	0	1	0	MGA1	REGULATION	OTHERS	F2	CAGL0F08195g	SWITCH	0	0	UP	DOWN
CAGL0F08217g		Ortholog(s) have cytoplasmic stress granule localization	2.506	6.536e-06	0.714	7.024e-03	0.899	3.070e-04	0.197	3.763e-01	2.87	0.866	2.054	0.235	1	0	1	0	YGR250C	UNCLASSIFIED	_	Others	CAGL0F08217g	Type II	UP	0	UP	0
CAGL0F08261g		Ortholog(s) have high molecular weight kininogen binding, phosphopyruvate hydratase activity, protein-glutamine gamma-glutamyltransferase activity	5.035	2.754e-06	1.83	6.641e-04	-0.478	1.162e-02	-1.062	1.810e-02	5.825	2.332	-1.348	-1.967	1	1	0	0	ENO1	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0F08261g	OFF	UP	UP	0	0
CAGL0F08745g		Ortholog(s) have role in cellular response to desiccation and cytoplasm localization	2.372	1.342e-04	1.245	1.779e-03	1.435	3.744e-04	-0.064	8.548e-01	2.714	1.564	3.378	-0.221	1	0	1	0	STF2	REDOX SIGNALING	ROS DETOXIFICATION	F3	CAGL0F08745g	Type II	UP	UP	UP	0
CAGL0G01122g		Putative protein; gene is upregulated in azole-resistant strain	2.465	1.083e-06	2.414	7.551e-06	0.922	1.039e-04	0.548	4.541e-02	2.823	3.099	2.111	0.85	1	1	1	0	YLR346C	UNCLASSIFIED	_	Others	CAGL0G01122g	Type II	UP	UP	UP	0
CAGL0G01166g		Protein of unknown function	-1.644	2.266e-05	0.458	2.757e-02	-0.954	4.958e-05	0.346	1.279e-01	-1.977	0.529	-2.525	0.497	0	0	-1	0		TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0G01166g	Type II	DOWN	0	DOWN	0
CAGL0G01540g	NCE103	Beta carbonic anhydrase with a predicted role in non-classical protein export; upregulated in azole-resistant strain; enzyme activity increased by amines and amino acids; protein abundance decreased in ace2 cells	0.325	2.129e-01	1.652	5.866e-04	-0.651	5.621e-02	0.485	1.302e-01	0.323	2.098	-1.776	0.74	0	1	0	0	NCE103	REDOX SIGNALING	METALLOENZYME	F3	CAGL0G01540g	OFF	0	UP	0	0
CAGL0G01826g		Ortholog(s) have role in ribosomal large subunit assembly and cytosolic large ribosomal subunit localization	-1.509	2.828e-04	-1.298	8.589e-04	0.068	5.319e-01	-1.181	2.172e-03	-1.82	-1.779	0	-2.175	0	0	0	-1	RPL11A	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0G01826g	Type II	DOWN	DOWN	0	DOWN
CAGL0G02255g		Ortholog(s) have GTPase activity, ribosome binding activity and role in nonfunctional rRNA decay, nuclear-transcribed mRNA catabolic process, no-go decay, positive regulation of translation, ribosome disassembly	2.099	3.011e-06	2.027	4.928e-06	-0.475	1.526e-03	-0.341	1.453e-01	2.395	2.591	-1.341	-0.706	1	1	0	0	HBS1	REGULATION	TRANSLATION	F2	CAGL0G02255g	OFF	UP	UP	0	0
CAGL0G02409g	SRP40	Ortholog(s) have nucleolus localization	-1.085	7.546e-04	-1.453	1.721e-04	-0.362	1.646e-02	-1.384	2.464e-04	-1.325	-1.983	-1.061	-2.53	0	0	0	-1	SRP40	TRANSPORT / TRAFFICKING	RIBOSOMAL BIOGENESIS	F4	CAGL0G02409g	Type II	0	DOWN	0	DOWN
CAGL0G02563g		Has domain(s) with predicted thiol-dependent ubiquitinyl hydrolase activity and role in protein deubiquitination, ubiquitin-dependent protein catabolic process	2.546	5.024e-05	3.33	6.756e-04	0.414	2.960e-02	-0.336	6.183e-01	2.917	4.303	0.855	-0.696	1	1	0	0		METABOLISM	PROTEIN DEGRADATION	F1	CAGL0G02563g	OFF	UP	UP	0	0
CAGL0G02585g	LYS12	Homo-isocitrate dehydrogenase	0.257	2.234e-01	-1.157	2.452e-04	-0.798	1.560e-03	-0.437	5.705e-02	0.243	-1.594	-2.139	-0.874	0	0	-1	0	LYS12	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0G02585g	Type II	0	DOWN	DOWN	0
CAGL0G02849g		Ortholog(s) have endoplasmic reticulum, nuclear envelope localization	3.344	1.864e-05	1.643	4.849e-05	0.893	5.009e-04	0.824	4.883e-03	3.849	2.087	2.04	1.333	1	1	1	0	UIP4	UNCLASSIFIED	_	Others	CAGL0G02849g	Type II	UP	UP	UP	0
CAGL0G02937g		Ortholog(s) have pyruvate decarboxylase activity and role in L-phenylalanine catabolic process, aromatic amino acid family catabolic process to alcohol via Ehrlich pathway, ethanol metabolic process, tryptophan catabolic process	3.402	2.344e-06	4.422	2.182e-06	0.05	8.065e-01	-0.547	1.594e-01	3.918	5.739	-0.043	-1.065	1	1	0	0	PDC6	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0G02937g	OFF	UP	UP	0	0
CAGL0G03289g	SSA3	Heat shock protein of the HSP70 family	3.797	1.289e-05	2.367	1.092e-05	0.789	1.345e-04	-0.469	8.438e-02	4.379	3.038	1.782	-0.929	1	1	0	0	SSA4	STRESS RESPONSE	_	Others	CAGL0G03289g	Type II	UP	UP	UP	0
CAGL0G03575g		Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization; evidence for a extended second exon by 2 amino acids	-1	5.264e-03	-0.543	1.201e-02	0.005	9.682e-01	-1.387	2.140e-04	-1.224	-0.787	-0.156	-2.536	0	0	0	-1	RPL23B	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0G03575g	OFF	0	0	0	DOWN
CAGL0G03883g		Ortholog(s) have ADP binding, ATP binding, ATPase activity, ATPase activity, coupled, chaperone binding, misfolded protein binding, unfolded protein binding activity	2.325	1.295e-05	0.33	1.076e-01	1.081	4.508e-04	0.177	3.939e-01	2.66	0.361	2.502	0.201	1	0	1	0	HSP104	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0G03883g	Type II	UP	0	UP	0
CAGL0G03905g		Ortholog(s) have 2 iron, 2 sulfur cluster binding, iron ion binding, iron-sulfur cluster binding, iron-sulfur transferase activity	-1.44	6.005e-04	-2.112	3.298e-06	-0.057	8.185e-01	0.38	6.160e-02	-1.739	-2.85	-0.308	0.555	0	-1	0	0	ISA1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0G03905g	OFF	DOWN	DOWN	0	0
