C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0L05742g		Ortholog(s) have iron ion transmembrane transporter activity, role in iron import into the mitochondrion and mitochondrion localization	1.733	1.376e-05	1.579	2.042e-05	-0.095	4.902e-01	-0.535	3.734e-02	1.968	2.003	-0.401	-1.044	0	1	0	0	MRS3	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0L05742g	OFF	UP	UP	0	0
CAGL0L07546g		Ortholog(s) have amino acid transmembrane transporter activity and role in amino acid transport, transmembrane transport	-0.347	2.296e-01	0.929	1.782e-03	-0.424	2.006e-02	1.248	6.604e-04	-0.462	1.148	-1.216	2.075	0	0	0	1	BAP3	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0L07546g	OFF	0	0	0	UP
CAGL0L10868g		Ortholog(s) have plasma membrane localization	-1.8	1.376e-05	-0.775	1.434e-03	0.207	1.026e-01	0.01	9.656e-01	-2.159	-1.092	0.343	-0.09	-1	0	0	0	FSF1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0L10868g	OFF	DOWN	0	0	0
CAGL0L12936g		Ortholog(s) have role in protein targeting to mitochondrion and integral component of mitochondrial outer membrane, mitochondrial outer membrane localization	-0.555	1.495e-02	-0.722	2.854e-02	-0.264	1.746e-01	1.246	1.902e-03	-0.706	-1.023	-0.819	2.071	0	0	0	1	TOM71	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0L12936g	OFF	0	0	0	UP
CAGL0L13354g	TNR1	Putative nicotinamide transporter; strongly induced under niacin-limiting conditions	0.548	5.112e-02	0.073	7.484e-01	2.074	4.680e-06	2.756	1.129e-06	0.583	0.023	4.957	4.712	0	0	1	1		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0L13354g	OFF	0	0	UP	UP
CAGL0M02387g		Ortholog(s) have ATPase-coupled transmembrane transporter activity, role in fatty acid transport and integral component of peroxisomal membrane, peroxisome localization	0.816	2.805e-03	0.458	1.114e-01	1.076	5.126e-05	1.186	6.604e-04	0.897	0.528	2.491	1.967	0	0	1	0	PXA1	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0M02387g	OFF	0	0	UP	UP
CAGL0M03003g		Ortholog(s) have role in borate transmembrane transport	4.044	1.489e-06	3.396	4.357e-07	0.347	5.679e-02	0.065	7.952e-01	4.668	4.39	0.689	0.005	1	1	0	0	YMR279C	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0M03003g	OFF	UP	UP	0	0
CAGL0M05511g	FTH1	Has domain(s) with predicted iron ion transmembrane transporter activity, role in iron ion transmembrane transport and high-affinity iron permease complex localization	2.042	2.525e-06	1.643	2.648e-05	-0.039	7.302e-01	-0.07	8.053e-01	2.329	2.087	-0.263	-0.23	1	1	0	0		TRANSPORT / TRAFFICKING	VACUOLAR MEMBRANE	F4	CAGL0M05511g	OFF	UP	UP	0	0
CAGL0M06457g		Ortholog(s) have calcium ion transmembrane transporter activity, manganese ion transmembrane transporter activity	-1.939	1.127e-05	-1.671	6.255e-05	0.094	5.270e-01	-0.237	3.964e-01	-2.322	-2.27	0.064	-0.522	-1	-1	0	0	GDT1	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0M06457g	OFF	DOWN	DOWN	0	0
CAGL0M08602g		Ortholog(s) have ATPase-coupled cation transmembrane transporter activity, copper ion binding activity	1.785	2.210e-05	1.745	3.479e-05	-0.765	1.676e-04	-0.248	2.739e-01	2.028	2.221	-2.059	-0.543	1	1	-1	0	CCC2	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0M08602g	Type I	UP	UP	DOWN	0
CAGL0M09020g		Ortholog(s) have succinate:fumarate antiporter activity, role in acetate catabolic process, carbon utilization, fatty acid catabolic process, fumarate transport, succinate transport and mitochondrion, plasma membrane localization	0.733	4.295e-03	0.355	2.238e-01	1.532	5.299e-05	0.611	4.026e-02	0.8	0.394	3.618	0.961	0	0	1	0	SFC1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0M09020g	OFF	0	0	UP	0
CAGL0M09581g	ATP1	F1F0-ATPase complex, F1 alpha subunit	-0.601	2.631e-02	-0.814	6.865e-03	0.699	1.092e-02	1.977	6.968e-05	-0.759	-1.143	1.56	3.351	0	0	0	1	ATP1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0M09581g	OFF	0	0	0	UP
