C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0I06644g		Putative GPI-linked cell wall protein	1.26e-01	5.40e-01	-1.29e+00	1.32e-04	1.15e-01	5.24e-01	-1.15e+00	4.48e-04	8.98e-02	-1.77e+00	1.16e-01	-2.12e+00	0	0	0	-1	SPI1	MEMBRANE / CELL WALL	_	Others	CAGL0I06644g	Type II	0	DOWN	0	DOWN
CAGL0I07491g		Ortholog(s) have role in cellular zinc ion homeostasis	1.70e+00	3.86e-05	1.98e+00	5.05e-05	-8.36e-01	9.58e-05	-4.97e-01	7.91e-02	1.93e+00	2.53e+00	-2.23e+00	-9.78e-01	0	1	-1	0	IZH4	UNCLASSIFIED	_	Others	CAGL0I07491g	Type I	UP	UP	DOWN	0
CAGL0I08547g		Ortholog of S. cerevisiae : YER156C, C. albicans SC5314 : C1_01910W_A, C. dubliniensis CD36 : Cd36_01750, C. parapsilosis CDC317 : CPAR2_108260 and C. auris B8441 : B9J08_001589	-4.16e+00	1.18e-06	-3.59e+00	1.33e-07	-3.62e-01	1.77e-02	-9.10e-01	1.04e-03	-4.91e+00	-4.79e+00	-1.06e+00	-1.70e+00	-1	-1	0	0	YER156C	UNCLASSIFIED	_	Others	CAGL0I08547g	Type II	DOWN	DOWN	0	DOWN
CAGL0I10147g	PWP1	Protein with 32 tandem repeats; putative adhesin-like protein; belongs to adhesin cluster II	-1.90e-01	4.19e-01	-1.19e+00	2.04e-04	1.48e+00	6.79e-05	2.71e+00	1.06e-06	-2.78e-01	-1.63e+00	3.48e+00	4.63e+00	0	0	1	1		UNCLASSIFIED	_	Others	CAGL0I10147g	Type I	0	DOWN	UP	UP
CAGL0J02530g		Putative adhesion protein; predicted GPI-anchor; belongs to adhesin cluster VI	3.80e-01	1.73e-02	2.12e+00	6.35e-05	-7.27e-02	5.93e-01	-6.41e-01	3.52e-02	3.87e-01	2.72e+00	-3.47e-01	-1.23e+00	0	1	0	0		UNCLASSIFIED	_	Others	CAGL0J02530g	OFF	0	UP	0	0
CAGL0J04004g		Ortholog(s) have role in lipid homeostasis, mitochondrion organization and integral component of mitochondrial membrane, mitochondrial outer membrane localization	6.77e-01	1.60e-01	-8.78e-01	4.84e-03	-1.17e-01	4.29e-01	-1.27e+00	6.79e-04	7.35e-01	-1.23e+00	-4.57e-01	-2.33e+00	0	0	0	-1	MCP1	UNCLASSIFIED	_	Others	CAGL0J04004g	OFF	0	0	0	DOWN
CAGL0J04202g	HSP12	Heat shock protein; gene is upregulated in azole-resistant strain; expression upregulated in biofilm vs planktonic cell culture	4.05e+00	9.90e-05	2.80e+00	2.04e-05	1.57e+00	8.66e-05	-4.90e-01	4.58e-02	4.68e+00	3.60e+00	3.72e+00	-9.65e-01	1	1	1	0	HSP12	MEMBRANE / CELL WALL	_	Others	CAGL0J04202g	Type II	UP	UP	UP	0
CAGL0J04224g		Ortholog(s) have ATPase activator activity, unfolded protein binding activity	-4.58e-02	7.86e-01	-4.68e-01	2.33e-01	1.06e-01	4.33e-01	1.31e+00	4.37e-03	-1.10e-01	-6.89e-01	9.40e-02	2.18e+00	0	0	0	1	MDJ1	STRESS RESPONSE	_	Others	CAGL0J04224g	OFF	0	0	0	UP
CAGL0J04466g		Ortholog(s) have role in fungal-type cell wall organization, protein complex oligomerization and cell cortex of cell tip, membrane raft, plasma membrane localization	-1.90e+00	5.72e-05	-2.43e+00	1.09e-05	8.86e-01	1.53e-03	-4.53e-01	1.12e-01	-2.28e+00	-3.27e+00	2.02e+00	-9.01e-01	-1	-1	1	0	PUN1	MEMBRANE / CELL WALL	_	Others	CAGL0J04466g	Type I	DOWN	DOWN	UP	0
CAGL0J05390g		Protein of unknown function	2.11e-01	1.85e-01	-1.20e+00	1.36e-03	1.71e+00	1.16e-05	6.71e-01	6.30e-02	1.90e-01	-1.65e+00	4.05e+00	1.07e+00	0	0	1	0		UNCLASSIFIED	_	Others	CAGL0J05390g	Type I	0	DOWN	UP	0
CAGL0J06380g		Ortholog(s) have ATPase inhibitor activity, enzyme inhibitor activity, role in negative regulation of ATPase activity and mitochondrion localization	-9.64e-01	3.01e-03	-4.88e-01	3.92e-02	2.50e-01	9.42e-02	1.38e+00	3.63e-03	-1.18e+00	-7.15e-01	4.50e-01	2.30e+00	0	0	0	1	INH1	UNCLASSIFIED	_	Others	CAGL0J06380g	OFF	0	0	0	UP
CAGL0J06666g		Ortholog of S. cerevisiae : YML108W, C. albicans SC5314 : CR_06330C_A, C. dubliniensis CD36 : Cd36_31830, C. parapsilosis CDC317 : CPAR2_204870 and C. auris B8441 : B9J08_000809	-8.36e-01	2.00e-03	-5.36e-01	8.58e-02	6.24e-01	1.65e-02	1.83e+00	1.40e-03	-1.03e+00	-7.78e-01	1.37e+00	3.09e+00	0	0	0	1	YML108W	UNCLASSIFIED	_	Others	CAGL0J06666g	OFF	0	0	0	UP
CAGL0J07568g		Ortholog(s) have RNA polymerase II proximal promoter sequence-specific DNA binding, cysteine-type peptidase activity, double-stranded DNA binding, mRNA binding, single-stranded DNA binding activity	1.92e+00	3.16e-06	1.30e+00	1.80e-04	-2.53e-01	5.37e-02	1.96e-01	4.43e-01	2.19e+00	1.64e+00	-7.93e-01	2.34e-01	1	0	0	0	LAP3	STRESS RESPONSE	_	Others	CAGL0J07568g	OFF	UP	UP	0	0
CAGL0J09262g		Ortholog(s) have ATPase binding activity, role in negative regulation of ATPase activity and mitochondrion localization	1.78e+00	2.23e-04	1.08e+00	8.59e-04	2.93e-02	8.89e-01	-5.38e-01	4.06e-02	2.03e+00	1.35e+00	-9.51e-02	-1.05e+00	1	0	0	0	STF1	UNCLASSIFIED	_	Others	CAGL0J09262g	OFF	UP	0	0	0
CAGL0J10362g		Ortholog(s) have 5'-deoxynucleotidase activity, GMP 5'-nucleotidase activity and role in deoxyribonucleoside monophosphate catabolic process	-1.94e+00	1.81e-05	-1.71e+00	1.34e-05	-1.83e-03	9.89e-01	-1.06e+00	5.30e-04	-2.33e+00	-2.32e+00	-1.72e-01	-1.97e+00	-1	-1	0	0	YGL101W	UNCLASSIFIED	_	Others	CAGL0J10362g	Type II	DOWN	DOWN	0	DOWN
CAGL0K00110g	AWP2	Putative adhesin; identified in cell wall extracts by mass spectrometry; belongs to adhesin cluster V; predicted GPI-anchor	1.17e+00	5.16e-05	1.57e+00	3.71e-05	5.49e-01	1.17e-02	1.25e+00	3.33e-04	1.31e+00	1.98e+00	1.19e+00	2.09e+00	0	0	0	1		UNCLASSIFIED	_	Others	CAGL0K00110g	Type II	0	UP	0	UP
CAGL0K01177g		Ortholog(s) have tubulin binding activity, role in tubulin complex assembly and cytoplasm, polysome, prefoldin complex localization	-4.84e-01	6.17e-03	1.53e-01	6.54e-01	-1.00e+00	1.44e-04	-8.98e-01	2.16e-02	-6.22e-01	1.28e-01	-2.64e+00	-1.68e+00	0	0	-1	0	PAC10	UNCLASSIFIED	_	Others	CAGL0K01177g	OFF	0	0	DOWN	0
CAGL0K01771g		Has domain(s) with predicted transferase activity, transferring acyl groups activity	-5.12e-01	1.14e-01	1.97e+00	2.30e-05	-9.59e-01	1.13e-02	-1.23e+00	6.69e-04	-6.55e-01	2.52e+00	-2.54e+00	-2.25e+00	0	1	-1	-1		UNCLASSIFIED	_	Others	CAGL0K01771g	Type I	0	UP	0	DOWN
CAGL0K02409g		Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, cristae formation, protein complex oligomerization	-1.87e+00	9.90e-05	-1.08e+00	1.20e-03	1.84e-01	4.18e-01	1.57e+00	1.88e-04	-2.24e+00	-1.49e+00	2.87e-01	2.65e+00	-1	0	0	1	ATP20	MEMBRANE / CELL WALL	_	Others	CAGL0K02409g	Type I	DOWN	0	0	UP
CAGL0K03091g		Ortholog(s) have role in hydrogen peroxide-mediated programmed cell death	-6.83e-01	2.02e-03	-1.92e-01	3.34e-01	-5.62e-01	2.81e-03	-1.29e+00	4.35e-04	-8.54e-01	-3.26e-01	-1.56e+00	-2.37e+00	0	0	0	-1	YMR074C	UNCLASSIFIED	_	Others	CAGL0K03091g	OFF	0	0	DOWN	DOWN
CAGL0K03459g		Ortholog of S. cerevisiae : SPG4 and Saccharomyces cerevisiae S288C : YMR107W	2.07e+00	1.10e-04	2.89e+00	2.48e-05	9.77e-01	4.19e-03	1.39e+00	3.23e-03	2.36e+00	3.72e+00	2.25e+00	2.33e+00	1	1	1	1	SPG4	UNCLASSIFIED	_	Others	CAGL0K03459g	Type II	UP	UP	UP	UP
CAGL0K04719g		Ortholog of S. cerevisiae : YNL208W, C. albicans SC5314 : C3_05710W_A/RCT1, C. dubliniensis CD36 : Cd36_85650, C. parapsilosis CDC317 : CPAR2_807040 and C. auris B8441 : B9J08_002643	1.31e+00	5.47e-04	-4.27e-01	3.38e-02	1.04e+00	9.35e-04	3.36e-01	1.18e-01	1.47e+00	-6.35e-01	2.40e+00	4.80e-01	0	0	1	0	YNL208W	UNCLASSIFIED	_	Others	CAGL0K04719g	OFF	0	0	UP	0
CAGL0K06105g		Ortholog of S. cerevisiae : BOP2 and Saccharomyces cerevisiae S288C : YLR267W	1.32e+00	3.21e-04	9.25e-01	1.29e-03	2.25e+00	2.47e-06	1.67e+00	2.93e-05	1.49e+00	1.14e+00	5.40e+00	2.81e+00	0	0	1	1	BOP2	UNCLASSIFIED	_	Others	CAGL0K06105g	OFF	0	0	UP	UP
CAGL0K06633g		Ortholog(s) have role in attachment of spindle microtubules to kinetochore, protein localization to kinetochore and COMA complex, kinetochore localization	-3.01e-01	7.07e-02	-5.12e-01	2.03e-02	-8.64e-01	2.85e-04	-8.11e-01	4.39e-03	-4.08e-01	-7.46e-01	-2.30e+00	-1.53e+00	0	0	-1	0	AME1	UNCLASSIFIED	_	Others	CAGL0K06633g	OFF	0	0	DOWN	DOWN
CAGL0K07183g		Protein of unknown function	3.53e-01	3.94e-02	9.13e-01	1.50e-02	9.00e-01	2.16e-04	2.52e+00	7.68e-04	3.56e-01	1.13e+00	2.06e+00	4.31e+00	0	0	1	1		UNCLASSIFIED	_	Others	CAGL0K07183g	OFF	0	0	UP	UP
CAGL0K07205g		Protein of unknown function	-1.76e+00	2.74e-04	-2.87e-01	2.79e-01	5.49e-01	4.48e-02	-9.56e-01	2.55e-03	-2.12e+00	-4.51e-01	1.19e+00	-1.78e+00	-1	0	0	0		UNCLASSIFIED	_	Others	CAGL0K07205g	Type II	DOWN	0	0	DOWN
CAGL0K07546g	PMU2	Phosphate starvation inducible acid phosphatase; contains a phosphomutase-like domain; functionally complements a S. cerevisiae pho5 mutant; transcript abundance during phosphate starvation regulated by Pho4p	4.06e-01	8.29e-02	9.68e-01	4.06e-03	9.48e-01	2.33e-04	5.71e+00	1.84e-09	4.18e-01	1.20e+00	2.17e+00	9.87e+00	0	0	1	1		UNCLASSIFIED	_	Others	CAGL0K07546g	OFF	0	0	UP	UP
CAGL0K07678g		Protein of unknown function	4.80e+00	2.11e-07	3.73e+00	1.33e-07	5.05e-01	1.63e-02	6.36e-01	1.61e-02	5.55e+00	4.82e+00	1.08e+00	1.00e+00	1	1	0	0		UNCLASSIFIED	_	Others	CAGL0K07678g	OFF	UP	UP	0	0
CAGL0K08338g		Protein of unknown function	-7.19e-01	1.53e-03	-1.91e+00	4.01e-05	8.47e-01	3.41e-04	3.67e-02	8.98e-01	-8.97e-01	-2.59e+00	1.93e+00	-4.44e-02	0	-1	0	0		UNCLASSIFIED	_	Others	CAGL0K08338g	Type I	0	DOWN	UP	0
CAGL0K09042g		Ortholog of S. cerevisiae : TMA16, C. albicans SC5314 : C1_09330W_A, C. dubliniensis CD36 : Cd36_08800, C. parapsilosis CDC317 : CPAR2_207530 and C. auris B8441 : B9J08_002306	-1.81e+00	8.83e-06	-7.74e-01	3.05e-03	-7.47e-02	5.21e-01	-1.15e+00	5.89e-04	-2.17e+00	-1.09e+00	-3.52e-01	-2.13e+00	-1	0	0	-1	TMA16	UNCLASSIFIED	_	Others	CAGL0K09042g	Type II	DOWN	0	0	DOWN
CAGL0K10824g		Ortholog of S. cerevisiae : YLR149C, C. albicans SC5314 : C7_03280C_A, C. dubliniensis CD36 : Cd36_72930, C. parapsilosis CDC317 : CPAR2_704080 and C. auris B8441 : B9J08_004261	1.48e+00	2.83e-04	3.93e-01	4.66e-02	-3.28e-01	1.13e-01	-1.26e+00	1.23e-04	1.67e+00	4.43e-01	-9.77e-01	-2.31e+00	0	0	0	-1	YLR149C	UNCLASSIFIED	_	Others	CAGL0K10824g	Type I	UP	0	0	DOWN
CAGL0K11231g	MNN10	Ortholog(s) have alpha-1,6-mannosyltransferase activity, role in cell wall mannoprotein biosynthetic process, division septum assembly, protein N-linked glycosylation and alpha-1,6-mannosyltransferase complex localization	-6.66e-01	7.37e-04	-6.48e-01	7.07e-03	-8.07e-01	2.94e-04	-2.06e-01	5.36e-01	-8.34e-01	-9.25e-01	-2.16e+00	-4.69e-01	0	0	-1	0	MNN10	MEMBRANE / CELL WALL	_	Others	CAGL0K11231g	OFF	0	0	DOWN	0
CAGL0K12980g	BMT7	Beta mannosyltransferase	1.25e-01	5.98e-01	8.49e-01	1.33e-03	-9.65e-01	2.04e-04	8.97e-01	2.16e-03	8.94e-02	1.04e+00	-2.55e+00	1.46e+00	0	0	-1	0		UNCLASSIFIED	_	Others	CAGL0K12980g	OFF	0	0	DOWN	0
CAGL0L00473g		Ortholog of S. cerevisiae : YMR187C and Saccharomyces cerevisiae S288C : YMR187C	1.88e+00	9.38e-05	1.33e+00	7.00e-05	6.05e-01	1.11e-03	4.23e-01	5.70e-02	2.14e+00	1.68e+00	1.33e+00	6.31e-01	1	0	0	0	YMR187C	UNCLASSIFIED	_	Others	CAGL0L00473g	OFF	UP	UP	0	0
CAGL0L00957g		Protein of unknown function	1.78e+00	2.47e-05	8.25e-02	6.98e-01	2.50e-01	6.08e-02	2.04e-01	3.34e-01	2.02e+00	3.51e-02	4.50e-01	2.48e-01	1	0	0	0		UNCLASSIFIED	_	Others	CAGL0L00957g	OFF	UP	0	0	0
CAGL0L01551g		Ortholog(s) have role in ascospore formation, cellular response to biotic stimulus, cellular response to chemical stimulus, cellular response to glucose starvation and cellular response to neutral pH, more	-6.83e-01	3.84e-03	-1.90e+00	1.26e-05	-1.08e+00	7.22e-05	-1.11e+00	4.66e-04	-8.55e-01	-2.58e+00	-2.84e+00	-2.05e+00	0	-1	-1	-1	SUR7	MEMBRANE / CELL WALL	_	Others	CAGL0L01551g	Type II	0	DOWN	DOWN	DOWN
CAGL0L03696g		Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	3.86e-01	2.18e-01	2.04e-01	4.36e-01	-5.68e-01	8.45e-03	-1.23e+00	8.11e-04	3.94e-01	1.95e-01	-1.57e+00	-2.27e+00	0	0	0	-1	ECM3	MEMBRANE / CELL WALL	_	Others	CAGL0L03696g	OFF	0	0	DOWN	DOWN
CAGL0L05786g		Has domain(s) with predicted nucleic acid binding, zinc ion binding activity	3.98e-02	8.74e-01	-4.64e-01	4.12e-02	9.89e-01	9.19e-05	1.97e-01	3.54e-01	-1.02e-02	-6.83e-01	2.28e+00	2.37e-01	0	0	1	0		UNCLASSIFIED	_	Others	CAGL0L05786g	OFF	0	0	UP	0
CAGL0L06512g		Ortholog(s) have role in meiotic cell cycle	2.12e+00	1.84e-04	-1.47e-02	9.63e-01	5.43e-01	2.62e-02	7.44e-01	3.77e-02	2.42e+00	-9.26e-02	1.17e+00	1.19e+00	1	0	0	0	BNS1	UNCLASSIFIED	_	Others	CAGL0L06512g	OFF	UP	0	0	0
CAGL0L06864g		Putative protein related to ECM3; gene is downregulated in azole-resistant strain	2.54e+00	3.71e-04	3.08e+00	4.85e-06	1.06e+00	1.44e-04	6.53e-01	3.05e-02	2.91e+00	3.97e+00	2.46e+00	1.03e+00	1	1	1	0		UNCLASSIFIED	_	Others	CAGL0L06864g	Type II	UP	UP	UP	0
CAGL0L07502g		Putative GPI-linked cell wall protein	3.90e-01	1.38e-01	-1.56e+00	2.25e-03	1.23e+00	1.63e-03	1.57e+00	1.99e-03	3.98e-01	-2.12e+00	2.87e+00	2.64e+00	0	-1	1	1	TIP1	MEMBRANE / CELL WALL	_	Others	CAGL0L07502g	Type I	0	DOWN	UP	UP
CAGL0L08294g		Ortholog(s) have role in axial cellular bud site selection and cell division site, cellular bud neck, cellular bud neck septin ring, incipient cellular bud site, integral component of plasma membrane localization	-3.92e-01	4.48e-02	-4.52e-01	4.15e-02	1.15e-01	4.36e-01	1.27e+00	2.41e-04	-5.15e-01	-6.68e-01	1.16e-01	2.11e+00	0	0	0	1	AXL2	UNCLASSIFIED	_	Others	CAGL0L08294g	OFF	0	0	0	UP
CAGL0L10142g	RSB1	Putative sphingolipid flippase; gene is upregulated in azole-resistant strain	-4.48e-01	7.91e-03	-2.09e+00	4.42e-05	-2.95e-01	8.91e-02	-9.58e-01	4.55e-03	-5.80e-01	-2.82e+00	-8.96e-01	-1.78e+00	0	-1	0	0	RSB1	MEMBRANE / CELL WALL	_	Others	CAGL0L10142g	Type II	0	DOWN	0	DOWN
CAGL0L10780g		Ortholog(s) have acetyl-CoA carboxylase activity, role in long-chain fatty acid biosynthetic process and mitochondrion localization	8.31e-01	3.99e-03	5.88e-01	1.82e-02	-2.38e-01	4.06e-02	-1.56e+00	2.14e-04	9.14e-01	6.99e-01	-7.56e-01	-2.83e+00	0	0	0	-1	HFA1	MEMBRANE / CELL WALL	_	Others	CAGL0L10780g	OFF	0	0	0	DOWN
CAGL0L11814g		Ortholog(s) have glycolipid floppase activity, ion transmembrane transporter activity, phosphorylative mechanism, phosphatidylcholine flippase activity, phosphatidylethanolamine flippase activity	3.73e-01	1.95e-02	-1.34e-01	6.36e-01	6.52e-01	6.92e-04	1.39e+00	2.08e-03	3.79e-01	-2.50e-01	1.44e+00	2.32e+00	0	0	0	1	DNF1	MEMBRANE / CELL WALL	_	Others	CAGL0L11814g	OFF	0	0	0	UP
CAGL0L12914g		Ortholog of S. cerevisiae : YKL050C and Saccharomyces cerevisiae S288C : YKL050C	6.96e-01	3.88e-03	-8.40e-01	5.93e-02	8.82e-01	7.76e-04	1.03e+00	2.42e-02	7.57e-01	-1.18e+00	2.01e+00	1.70e+00	0	0	1	0	YKL050C	UNCLASSIFIED	_	Others	CAGL0L12914g	OFF	0	0	UP	0
CAGL0M00418g		Ortholog(s) have protein carrier activity, role in protein insertion into mitochondrial inner membrane and mitochondrial intermembrane space protein transporter complex localization	-6.80e-02	6.89e-01	-2.27e-01	3.00e-01	1.48e-01	5.89e-01	1.40e+00	7.29e-04	-1.36e-01	-3.72e-01	1.98e-01	2.33e+00	0	0	0	1	TIM8	MEMBRANE / CELL WALL	_	Others	CAGL0M00418g	OFF	0	0	0	UP
CAGL0M01562g		Ortholog of S. cerevisiae : YDR391C, Debaryomyces hansenii CBS767 : DEHA2D01298g and Saccharomyces cerevisiae S288C : YDR391C	9.72e-01	6.60e-04	1.68e+00	3.07e-05	-3.50e-02	8.52e-01	-4.17e-01	1.00e-01	1.08e+00	2.13e+00	-2.54e-01	-8.38e-01	0	1	0	0	YDR391C	UNCLASSIFIED	_	Others	CAGL0M01562g	OFF	0	UP	0	0
CAGL0M02211g	PEP4	Putative aspartyl protease Saccharopepsin precursor; expression upregulated in biofilm vs planktonic cell culture	2.18e+00	3.03e-05	1.85e+00	1.37e-05	4.77e-02	6.58e-01	7.04e-01	7.52e-03	2.49e+00	2.36e+00	-4.98e-02	1.12e+00	1	1	0	0	PEP4	MEMBRANE / CELL WALL	_	Others	CAGL0M02211g	OFF	UP	UP	0	0
CAGL0M04675g		Ortholog(s) have thiosulfate sulfurtransferase activity	1.92e+00	1.10e-04	7.01e-01	1.51e-02	4.37e-01	3.52e-03	6.98e-02	7.87e-01	2.18e+00	8.48e-01	9.12e-01	1.36e-02	1	0	0	0	RDL1	UNCLASSIFIED	_	Others	CAGL0M04675g	OFF	UP	0	0	0
CAGL0M05401g		Ortholog of S. cerevisiae : YBR201C-A and Saccharomyces cerevisiae S288C : YBR201C-A	3.11e+00	9.35e-06	2.31e+00	1.39e-06	4.29e-01	9.03e-03	7.37e-01	6.11e-03	3.58e+00	2.97e+00	8.92e-01	1.18e+00	1	1	0	0	YBR201C-A	UNCLASSIFIED	_	Others	CAGL0M05401g	OFF	UP	UP	0	0
CAGL0M06633g		Protein of unknown function	2.10e+00	7.33e-05	1.30e+00	1.85e-04	1.20e+00	8.97e-05	3.28e-01	2.47e-01	2.40e+00	1.64e+00	2.80e+00	4.65e-01	1	0	1	0		UNCLASSIFIED	_	Others	CAGL0M06633g	Type II	UP	UP	UP	0
CAGL0M07001g		Ortholog(s) have role in TORC1 signaling, protein localization to vacuole and EGO complex, fungal-type vacuole membrane localization	6.92e-01	3.22e-03	4.77e-01	4.65e-02	-9.67e-02	5.36e-01	1.36e+00	1.78e-02	7.52e-01	5.54e-01	-4.06e-01	2.27e+00	0	0	0	1	YCR075W-A	UNCLASSIFIED	_	Others	CAGL0M07001g	NO	0	0	0	0
CAGL0M09229g		Has domain(s) with predicted membrane localization	1.27e+00	6.47e-04	4.90e-01	5.47e-02	8.94e-01	9.04e-05	4.07e-02	9.24e-01	1.42e+00	5.71e-01	2.04e+00	-3.74e-02	0	0	1	0	YJR085C	UNCLASSIFIED	_	Others	CAGL0M09229g	OFF	0	0	UP	0
CAGL0M09713g		Putative protein involved in DNA damage response; gene is upregulated in azole-resistant strain	-7.33e-01	5.03e-04	-4.92e-01	2.87e-02	1.31e+00	3.38e-05	1.34e+00	1.41e-04	-9.13e-01	-7.20e-01	3.07e+00	2.24e+00	0	0	1	1	YIM1	STRESS RESPONSE	_	Others	CAGL0M09713g	OFF	0	0	UP	UP
CAGL0M11000g		Ortholog(s) have cytosol localization	3.71e+00	4.37e-05	5.07e-01	8.31e-02	1.52e+00	5.91e-05	4.19e-01	1.15e-01	4.28e+00	5.93e-01	3.59e+00	6.25e-01	1	0	1	0	YNR034W-A	UNCLASSIFIED	_	Others	CAGL0M11000g	Type II	UP	0	UP	0
CAGL0M12947g	PUP1	Mitochondria-localized protein; gene is upregulated in azole-resistant strain	8.85e-01	5.32e-04	3.32e-01	1.76e-01	1.30e+00	3.38e-05	7.54e-01	5.09e-02	9.77e-01	3.63e-01	3.04e+00	1.21e+00	0	0	1	0		UNCLASSIFIED	_	Others	CAGL0M12947g	OFF	0	0	UP	0
CAGL0M14069g	PWP6	Adhesin-like protein with similarity to S. cerevisiae flocculins, cell wall proteins that mediate adhesion; predicted GPI anchor; belongs to adhesin cluster II	3.52e+00	8.80e-07	3.75e+00	2.38e-06	3.31e-01	3.55e-02	-6.27e-02	8.47e-01	4.06e+00	4.85e+00	6.50e-01	-2.18e-01	1	1	0	0		UNCLASSIFIED	_	Others	CAGL0M14069g	OFF	UP	UP	0	0
